up_code,up_name_omie,legal_entity,ownership_pct,unit_type_omie,zone_omie,technology_omie,omie_page
ALIMAB,BOMBAS DO LIMA,,EDP GEM PORTUGAL,S.A.,,100 BOMBEO ZONA PORTUGUESA Consumo Bombe o Mixto,1
BRENAB,UNIDAD OFERTA BOMBEO,BREÑA 2,IGNIS ENERGIA S.L.,,,100 BOMBEO ZONA ESPAÑOLA Consumo Bombe o Puro,1
DOUSUPB,DOURO SUPERIOR BOMBA,GEM,MOVHERA - HIDROEL,ÉTRICAS,DO NORTE SA,100 BOMBEO ZONA PORTUGUESA Consumo Bombe o Mixto,1
DUEB,UGH.B. DUERO BOMBEO,,IBERDROLA ENERGÍA,ESPAÑA,S..A.,100 BOMBEO ZONA ESPAÑOLA Consumo Bombe o Mixto,1
ENDPRB,C.H.B.M. MONTAMARA BO,MBEO,ENDESA GENERACIÓ,"N, S.A.",,100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
GDLQB,GUADALQUIVIR BOMBEO,,ENDESA GENERACIÓ,"N, S.A.",,100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
GUADIAB,BACIA H. GUADIANA (BOM,BAGEM),EDP GEM PORTUGAL,S.A.,,100 BOMBEO ZONA PORTUGUESA Consumo Bombe o Mixto,1
GUIB,C.H.B. GUILLENA BOMBEO,,ENDESA GENERACIÓ,"N, S.A.",,100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
IPB,C.H.B.IP BOMBEO,,ENDESA GENERACIÓ,"N, S.A.",,100 BOMBEO ZONA ESPAÑOLA Consumo Bombe o Puro,1
MLTB,C.H.B. MORALETS BOMBE,O,ENDESA GENERACIÓ,"N, S.A.",,100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
MONDEGB,BOMBEO DA AREA DE MO,NDEGO,EDP GEM PORTUGAL,S.A.,,100 BOMBEO ZONA PORTUGUESA Consumo Bombe o Mixto,1
MUEB,C.H.B. LA MUELA BOMBEO,,IBERDROLA ENERGÍA,ESPAÑA,S..A.,100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
SILB,UGH.B. SIL BOMBEO,,IBERDROLA ENERGÍA,ESPAÑA,S..A.,100 BOMBEO ZONA ESPAÑOLA Consumo Bombe o Mixto,1
SLTB,UGH.B. ESTANG. SALLENT,E BOMB.,ENDESA GENERACIÓ,"N, S.A.",,100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
TAJB,UGH.B. TAJO BOMBEO,,IBERDROLA ENERGÍA,ESPAÑA,S..A.,100 BOMBEO ZONA ESPAÑOLA Consumo Bombe o Mixto,1
TAMEGAB,TAMEGAB,,IBERDROLA ENERGÍA,ESPAÑA,S..A.,100 BOMBEO ZONA PORTUGUESA Consumo Bombe o Mixto,1
TANB,C.H.B. TANES BOMBEO,,"EDP ESPAÑA, S.A.U. (",GENERAC,IÓN),100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
TJEB,C.H. B. TAJO ENCANTADA,BOMBEO,ENDESA GENERACIÓ,"N, S.A.",,100 BOMBEO ZONA ESPAÑOLA Consumo de bom beo,1
UFBB,C.H.B. BOLARQUE BOMBE,O,GAS NATURAL COME,RCIALIZA,DORA,100 BOMBEO ZONA ESPAÑOLA Consumo Bombe o Puro,1
ABASC01,UOF COMPRA ABASTE,,ABASTE COMERCIALI,ZADORA,S.L.,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ABOUC01,ABOUT WHITE,,"ABOUT WHITE, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ACCGC02,UNIDAD DE COMPRA,,"ACCIONA GREEN, SU",CURSAL P,T,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,1
ACHEC01,ACHER COMPRA,,ELECTRICA DE CHER,"A, S.C.V.",,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ACNHC01,COMPRA,,ACENHOL ENERGIA S,L,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ACOSC01,UNIDAD DE OFERTA,,ACOS T IBERICA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ACRSC02,COMERCIALIZAÇÃO,,"ACROSSCAPACITY, L",DA,,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,1
ACSOC01,ACSOL,,ACSOL ENERGIA GLO,"BAL, S.A.",,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ACTIC01,UNIDAD PARA OFERTAS D,E COMPRA,ACTIVA COMERCIALIZ,ADORA D,E ENERGIA S.L.,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ADEIC01,ADEINNOVA ENERGIA,,ADEINNOVA ENERGIA,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ADELC01,ADELFAS COMPRAS,,ADELFAS ENERGIA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comerc ializació,1
ADREC02,AUDAX COMPRA PORTUG,AL,AUDAX RENOVABLES,S.A.,,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,1
ADURC01,ADURIZ ENERGÍA COMPR,A (ESP),ADURIZ ENERGÍA SLU,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ADXC01,ADX RENOVABLES,,ADX RENOVABLES SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,1
ADXRM01,REPRE COMER 1,,AUDAX RENOVABLES,S.A.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comerc ializació,1
ADXRM02,REPRE COMER 2,,AUDAX RENOVABLES,S.A.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comerc ializació,1
ADXRM03,REPRE COMER 3,,AUDAX RENOVABLES,S.A.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comerc ializació,1
ADXRM04,ADS RPRE COMER 4,,AUDAX RENOVABLES,S.A.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comerc ializació,1
ADXRM06,REPRE COMER 6,,AUDAX RENOVABLES,S.A.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comerc ializació,1
ADXRM07,REPRE COMER 07,,AUDAX RENOVABLES S.A.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
ADXRM08,REPRE COMER 8,,AUDAX RENOVABLES S.A.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
ADXRM09,REPRE COMER 9,,AUDAX RENOVABLES S.A.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
ADXRM10,ECO2,,AUDAX RENOVABLES S.A.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
ADXRM11,FEED ENERGÍA,,AUDAX RENOVABLES S.A.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
AEQC01,COMERCIALIZACIÓN AEQ,,"AEQ W2M, S.A.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AGENC01,ABESL COMPRA,,"AB ENERGÍA 1903, S.L.U.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AGLC02,UNIDADE DE COMPRA,,AGORALUZ ENERGIA LDA,,,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,2
AGRIC01,AGRI ENERGIA COMPRA,(ESP),AGRI-ENERGÍA,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AHORC01,AHORA PENINSULA,,AHORA LUZ ENERGÍA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AHTC01,COMPRA COMER,,COMERCIALIZADORA ELECT,RICA DE TEN,"ERIFE, S.L.",100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AIREC01,AIREC01,,AIRE LIMPIO S.L.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
AJENC01,UNIDAD OFERTANTE A2J,ENERGÍA,"A2J ENERGÍA, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ALAHC01,U.O ALAHURIN,,HIDROCARBUROS ALHAURÍN,SL,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ALBCC01,ALBCO_COMPRAS_UP,,COMERCIALIZADORA ELECT,RICA DE ALB,ATARREC SLU,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ALDDC01,18W000000000OLLT,,ACCIONA COMERCIALIZADO,"RA B2C, S.L.",UNIPERSONAL,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
ALDRC01,COMERCIALIZADORA AL,DRO ENERGIA,"ENI PLENITUDE IBERIA, S.L.U",.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ALDRC02,COMERCIALIZADORA EL,ECTRICA PT,"ENI PLENITUDE IBERIA, S.L.U",.-SUCURSAL,EM PORTUGAL,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,2
ALFAC02,ALFA ENERGIA,,"ALFA ENERGIA, LDA",,,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,2
ALGICA1,ALGICA1,,SUMINISTROS ESPECIALES A,LGINETENS,"ES, S.C.V.",100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ALIOC01,COMPRA COMERCIALIZA,DORA,ALIO ENERGIA S.L.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ALPXC01,ALPEX IBERICA DE ENER,"GIA,S.L","ALPEX IBERICA DE ENERGIA,",S.L,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ALUEC01,ALUZ PENINSULAR,,ALUZ ENERGÍA ELÉCTRICA S,L,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
ALUZC01,ALUZC01,,AHORRELUZ SERVICIOS ONL,INE SL,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AMAZC01,AMAZON COMPRA,,COMERCIALIZADORA DE ENE,RGIAS REN,OVABLES Y DE SERVICIOS,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AMEC01,AG. MERCADO ELÉCTRIC,O COM(ESP),FACTOR ENERGIA ESPAÑA S,AU,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AMELC01,UNIDAD DE COMERCIALI,CION,ARCELORMITTAL ENERGY S.,C.A,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AMIC01,COMPRA COMERCIALIZA,DORA AMI,AMI ELECTRUM S.L.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ANGLC01,"ANGLER ENERGIA, S.L.",,ENERGYASSET COMERCIALI,ZADORA DE,"ENERGIA, S.L.",100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ANTEC01,ANTEA ENERGÍA COMER,CIALIZADORA,ANTEA ENERGÍA COMERCIAL,IZADORA SL,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ARACC01,ARACÁN ENERGÍA,,ARACÁN ENERGÍA S.L.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
AREPC02,AUDAX RENOV. SUC. EM,PORTUGAL,AUDAX RENOVABLES S.A.-SU,CURSAL EM,PORTUGAL,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,2
ASEGC01,ASEGE01,,ASEGE GESTION SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ASIEC01,COMERCIALIZ,,ASISTENCIA ENERGÉTICA S.,L.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ASSEC01,18X000000000P5GW,,"ASSENN ENERGY, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ASTEC01,ASTEC01,,ASTEN RENOVABLES S.L.U.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ASTRC01,ASTRAL,,ASTRALCAD ENERGIA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ATEEC01,ATENCO PENINSULA,,ATENCO ENERGIA,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ATLSC01,ATLAS ENERGIA COMER,CIAL SL,ATLAS ENERGIA COMERCIAL,SL,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ATLSR01,ATLSR01,,ATLAS ENERGIA COMERCIAL,SL,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compra Comercializador Balance,2
ATPC01,COMPRA ATP,,ATP ENERGIA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
ATRIC01,ATRIA - UNIDAD DE OFER,TA 01,ATRIA INVERSIONES ENERGI,A S.L.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AUDAC01,AUDAX COMPRA,,AUDAX RENOVABLES S.A.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
AXEOC01,AXEO ENERGIA SL,,AXEO ENERGIA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
AXPOC02,AXPOP COMERCIALIZAD,OR PT,AXPO ENERGIA PORTUGAL,,,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador ,2
AXPOR01,AXPO SRAD,,"AXPO IBERIA, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compra Comercializador Balance,2
AYLUC01,AYLUZ,,AYLUZ COMERCIALIZADORA,ELECTRICA,S.L,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
BALEC01,BALEC01,,"ELECBALEAR,S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
BECOC01,BASSOLS ENERGÍA COM,PRA (ESP),BASSOLS ENERGÍA COMERC,IAL,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
BESC01,BESC01,,BESPIN ENEGIA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
BEYOC01,UNIDAD OFERTANTE,,"LUZIA ENERGIA, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
BEYRM01,REPR RELUZCA,,"LUZIA ENERGIA, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
BEYRM02,REPR INDALO,,"LUZIA ENERGIA, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comercializació n,2
BNPRC01,BNPRC01,,"BON PREU, S.A.U.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
BNPRM02,BONPREU TERCIARIA,,"BON PREU, S.A.U.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compra Comercializador Balance,2
BOAEC01,UO BOAENERGETICA 200,0 S.L,"BOAENERGETICA 2000, S.L.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
BPC01,BP AMOCO GAS (ESP),,"BP GAS AND POWER IBERIA,",S.A.U.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador ,2
BPRM01,BP REP 01,BP GAS AND POWER IBERI,"A, S.A.U.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
BPSRR01,BPSRR01,"BON PREU, S.A.U.",,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compra Comerc,3
BREIC01,U. OFERTA IBERICA,"IBERICA IMPULSA, S.L",,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
BSGEC01,BSGEA COMPRA,BSG ENERGIA SL,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
BSGRM01,COMPRA BERL,BSG ENERGIA SL,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CACIC01,CACIC01,2026 CACI ENERGIA,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CAMCC01,CAMPO_UP,ENERGIAS DE LA VILLA DE,CAMPO CO,MERCIAL,IZADORA SLU,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CAPLC01,CAPALOESP01,CAPALO AI SPAIN OY,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CAPTC01,COMERCIALIZACION,CAPTURA ENERGIA S.L.,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CATGC01,18WCATGC01-123-C,CATGAS ENERGIA SA,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CATRC01,CATRA COMPRA,"ELECTRICA CATRALENSE,",S.L.U.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CCATC01,CCATR COMPRA,COOPERATIVA ELÉCTRICA,BENÉFICA,CATRALE,"NSE, COOP.V.",100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CEBAC01,"COOP ELEC BENEF ALBAT, COOP.V.",COOP ELÉCTRICA BENÉFI,CA ALBATE,"RENSE, C",OOP.V.,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CEBIC01,CEBIN COMPRA,CEBIN ENERGY SL,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CECAC01,COOP. ELECT. CASTELLAR,COOPERATIVA ELECTRICA,DE CASTE,"LLAR, S.C.",V.,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CEDC01,UNIDAD DE OFERTA PENINSULA,COMERCIALIZADORA DE E,NERGIA DI,RECTA S.L,.,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CEEEC01,CEEE COMPRA,ESCANDINAVA DE ELECTR,ICIDAD S.L.,U.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CENTCP3,CENTE DERECHOS COMPRA(FRAN),ENERGYA VM GESTION DE,"ENERGIA,",S.L.,,100 COMERCIALIZADOR FRONTERA FRANCIA Comercializador,3
CENTC01,CÉNTRICA ENERGÍA COM. 1 (ESP),ENERGYA VM GESTION DE,"ENERGIA,",S.L.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CENTVP3,CENTE DERECHOS VENTA(FRAN),ENERGYA VM GESTION DE,"ENERGIA,",S.L.,,100 COMERCIALIZADOR FRONTERA FRANCIA Import. de come,3
CEPSC02,COMPRA SUCURSAL PORTUGAL,CEPSA GAS Y ELECTRICID,AD S.A.-SU,CURSAL E,M PORTUGAL,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador,3
CESOC01,U. COMPRA DE COMERCIALIZADORA,COMERCIALIZADORA ENE,RGETICA S,OSTENIBL,"E, S.A.",100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CETAC01,CETAC01,COMERCIALIZADORA ELEC,TRICA TAL,AYUELAS,S.L.,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CHCC01,UNIDAD DE COMPRA CHC,"CIDE HCENERGIA, S.A.U",,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CHERC01,CHERA COMPRA,ELECTRICA SOT DE CHER,A,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CHISC01,COMCH COMERCIALIZADORA ESP,COMERCIALIZADORA LA C,HISTABINA,S.L.U,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CIMAC01,CIMA ENERGIA,CIMA ENERGIA COMERCIA,LIZADORA,SL,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CINEC01,18W000000000TFF2,CINETICA SOLUCIONES EN,ERGETICA,S S.L,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CLARC02,UNIDADE COMPRA,"CLARO ENERGIA,LDA.",,,,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador,3
CLEAC01,COMPRA,CLEARVIEW ENERGY SL.,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CLIDC01,CLIUO01,HOLALUZ-CLIDOM SA,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CLIDC02,UD. COMERCIALIZACION,CLIDOMER UNIPESSOAL L,DA,,,100 COMERCIALIZADOR ZONA PORTUGUESA Comercializador,3
CNTLC01,CNTLC01,ELECTRACOMERCIAL CEN,TELLES,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
COALC01,COALG COMPRA,COMERCIALIZADORA SUM,ESP ALGIN,"ETENSES,",S.L.,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CODOC01,CODOC01,ENERGIA COSTA DORADA,SLU,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
COELC01,COELD COMPRA,ELECTRICA DE GUADASSU,AR COOP.,V.,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
COGEC01,COGEN COMPRA ELECTRICIDAD,ENERGY BY COGEN,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
COMGC01,COMGC01,COMERCIALIZADORA ELEC,TRICA IND,USTRIAL S,A,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
COMPC01,UP PENINSULAR,COMPAÑIA CASTELLANA D,E COMERC,IALIZACIO,N ELECTRICA,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CONEC01,COMPRA ENERGIA,CONECTA2 ENERGIA SL,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
COPIC01,COMERCIALIZACION,COMERCIALIZADORA HAZ,DE LUZ RE,"NOVABLE,",S.L.U.,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CPERM02,REPR. BEST OPTION,COMERCIALIZADORA ELEC,TRICA PEN,"INSULAR,",S.L.,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CREEC01,CREA ENERGIA COMERCIALIZADORA,"CREAENERGIA ECO, S.L.U.",,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CREOC01,CRECE,CRECE SOLUCIONES DE E,NERGÍA SL,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CRGYC01,UNIDAD DE COMPRA,"CARTO ENERGY, SOCIEDA",D LIMITADA,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CUNCC01,CUNCC01,ELECTRA CUNTIENSE COM,ERCIALIAD,"ORA, S.L.",U.,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CUVEC01,"CUVER DESTELLA ENERGIA, SL.",CUVER DESTELLA ENERGI,"A, SL.",,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CVIRC01,COMPRA VIRTUAL,DUFERCO IBERIA SL,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CWCMC01,COMPRA CW COMERCIAL NO BALANCE,CAPWATT COMERCIAL S.L,.U.,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
CYDAC01,COMPRA CYDAE COMERCIALIZACION,COMERCIAL Y ASESORA D,E ELECTRI,"CIDAD, S.L",.,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
CYEC01,UNIDAD COMPRA COMERCIALIZACION,CYE ENERGIA S.L.,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compras Comer,3
DAIMC01,COMERCIAL DAIMUZ,DAIMUZ ENERGIA SL,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
DANSC01,DANSKE COMPRA PENINSULAR,DANSKE COMMODITIES,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
DEELC01,UNIDAD DE OFERTA,DEE LUNA ENERGY SL,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
DESMC01,DESMA COMPRA,"DESMA SOLUCIONES, S.L.",,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
DETIC01,DETISA COMPRA (ESP),"MOEVE GAS AND POWER,",S.A.U,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
DETIR01,DETIR01,"MOEVE GAS AND POWER,",S.A.U,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Compra Comerc,3
DFERC01,DUFERCO COMPRA,DUFERCO ENERGIA S.P.A.,,,,100 COMERCIALIZADOR ZONA ESPAÑOLA Comercializador,3
DILUC01,DILUZ,,DILUZ COMERCIALIZADORA,DE ELECTRICIDAD S.L.,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
DIRGC01,DIRECTGREEN,,DIRECT GREEN,,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
DIVIC01,UNIDAD DE OFERTA,DIVICONSULTIN,DIVICONSULTING ENERGIA,S.L,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
DLSTC01,UNIDAD OFERTANTE,GO ENERGIA,ENERGÉTICA DEL ESTE S.L,,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
DONBC01,COMERCIALIZACION,,"DON BELTRAN MARKET, S.",L.,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
DREAC01,UO COMPRAS DREUA,01,"FOENER ENERGÍA, S.L.",,100,COMERCIALIZADOR ZONA ESPA ÑOLA Compras Comercializació n,4
DRKFC01,DRK,,"DRK ENERGY, S.L.",,100,COMERCIALIZADOR ZONA ESPA ÑOLA Compras Comercializació n,4
DRKRM01,QUALC01,,"DRK ENERGY, S.L.",,100,COMERCIALIZADOR ZONA ESPA ÑOLA Compras Comercializació n,4
DRKRM02,HELIC01,,"DRK ENERGY, S.L.",,100,COMERCIALIZADOR ZONA ESPA ÑOLA Compras Comercializació n,4
DUERC01,DUEROLUZ ENERGIA,SL,DUEROLUZ ENERGIA SL,,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
DUFECP3,DUFER EXPORT RIGH,TS UNIT,DXT COMMODITIES SA,,100,COMERCIALIZADOR FRONTERA FRANCIA Comercializador no resid ente,4
DUFEC01,DUFEC01,,DXT COMMODITIES SA,,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
DUFEVP3,DUFER IMPORT RIGH,TS UNIT,DXT COMMODITIES SA,,100,COMERCIALIZADOR FRONTERA FRANCIA Import. de agentes extern os,4
DYNFC01,DYNFC01,,DYNEFF ESPAÑA SL,,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
EALBC01,EALB COMPRA,,ELECTRICA ALBATERENSE,", S.L.",100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
EALMC01,ELALM COMERCIALIZ,ADOR ESP,ELECTRICITAT D ALMENAR,S.L.,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
EAMC01,AMADR COMPRA,,ELÉCTRICA ANTONIO MADR,"ID, S.L.",100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
EAM0C01,EAM01 COMPRA,,ELECTRA ALTO MIÑO COM,ERCIALIZADORA DE ENERGÍA SLU,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
EBLCO01,ENGIE SPAIN RETAIL,ER,"ENGIE ESPAÑA,S.L.U",,100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
EBLCR01,ENGIE SPAIN_SRAD,,"ENGIE ESPAÑA,S.L.U",,100,COMERCIALIZADOR ZONA ESPA ÑOLA Compra Comercializador Balance,4
EBREC01,EBREC01,,EBROENERGIA COMERCIAL,"IZADORA, S.L.",100,COMERCIALIZADOR ZONA ESPA ÑOLA Comercializador ,4
