codigo_de_uf,codigo_eic,descripcion_corta,descripcion_larga,tipo_de_produccion,vinculacion_con_sm,vinculacion_con_up,potencia_maxima_mw
SININDI,18WSININDI-123-O,SININDI,PE SINGULAR INDITEX,Eólica terrestre,WMARK,EFWMARK,"0,8"
SIPLA,18W000000000JJEW,SIPLA,SIPLA,Solar fotovoltaica,GNRA,FVGNRA,"1,9"
SIRIU5,18W000000000QZA1,SIRIU5,SIRIU5,Solar fotovoltaica,GNRA,FVGNRA,"1,8"
SIRIU9,18W000000000QZ4D,SIRIU9,SIRIU9,Solar fotovoltaica,GNRA,FVGNRA,"1,7"
SIRUSA,18WSIRUSA-12345A,SIRUSA,MANCOMUNIDAD DE INCINERACIÓN,Residuos domésticos y similares,SIRUS,TSIRUS,"7,4"
SIRUSFV,18W000000000MP3O,SIRIUS,FVSIRIUS,Solar fotovoltaica,GESTE,FSIRIUS,"41,5"
SIS1,18W000000000RGBF,SANIS1,SAN ISISDRO 1,Eólica terrestre,REPSB,ECINCA,"48,0"
SIS2,18W000000000SP7T,SIS2,SIS2,Eólica terrestre,REPSB,ECINCAG,"15,0"
SISEGU,18W000000000TH98,SISEGU,SIFON DEL SEGURA,Hidráulica - No UGH,EGLE,HESDIG,"1,7"
SISTRAL,18WSISTRAL-12-EU,SISTRAL ,SISTRAL,Eólica terrestre,EGED,EGREEN,"8,5"
SIVENTA,18W000000000PUH6,SIVENTA,PE SIERRA DE LA VENTA,Eólica terrestre,HC G,HCGSCSA,"47,4"
SIZCO,18WSIZCO-1234-E9,SIZCO,P. E. SIERRA DE IZCO,Eólica terrestre,EGED,EGREEN,"33,0"
SJN1,18WSJN1-12345-AR,S.JUAN 1,SAN JUAN 1,Embalse,GNFG,UFTA,"19,0"
SJN2,18WSJN2-12345-AH,S.JUAN 2,SAN JUAN 2,Embalse,GNFG,UFTA,"19,8"
SJORGE,18W000000000PVTG,SJORGE,UF SOLAR SAN JORGE,Solar fotovoltaica,NEXU,FSJORGE,"21,2"
SJS1,18WSJS1-12345-A9,S.JOSE 1,SAN JOSE 1,Fluyente,IBEG,EBRA,"0,2"
SJS2,18WSJS2-12345--L,S.JOSE 2,SAN JOSE 2,Fluyente,IBEG,EBRA,"0,2"
SJT1,18WSJT1-12345-AZ,S.J.TORAN,SAN JUAN TORAN,Embalse,ENDG,EBRFEN,"13,0"
SJUBAR,18WSJUBAR-123-EU,SJUBAR,P. E. SAN JUAN DE BARGAS,Eólica terrestre,HC G,HCGSIHA,"44,8"
SLBYC01,18W000000000UX35,SLBYC01,SLBYC01,Consumos directos en mercado,SBYCO,SLBYC01,"0,1"
SLCZC01,18W000000000UEZZ,SLCZC01,SLCZC01,Comercializadores mercado libre,SLCZN,SLCZC01,"0,0"
SLM1,18WSLM1-12345-AE,SALIME 1,SALIME 1,Embalse,HC G,HCHI,"39,4"
SLM2,18WSLM2-12345-A4,SALIME 2,SALIME 2,Embalse,HC G,HCHI,"39,2"
SLM3,18WSLM3-12345-AV,SALIME 3,SALIME 3,Embalse,ENDG,TEES,"40,3"
SLM4,18WSLM4-12345-AL,SALIME 4,SALIME 4,Embalse,ENDG,TEES,"38,2"
SLNVB,18W000000000T09M,SLNVB,SLNVB,Solar fotovoltaica,GNRA,UPSLN,"17,5"
SLPRO,18WSLPRO-12345-J,SLPRO,PS20,Solar térmica,EGLE,STSLPRO,"20,0"
SLQUISA,18WSLQUISA-12-DM,SLQUISA,S.A. SULQUISA,Gas natural cogeneración,AME,TSLQ,"14,8"
SLT1,18WSLT1-12345-F1,SALLENT 1G,ESTANGENTO-SALLENTE G1 GENERAC,Turbinación bombeo,ENDG,SLTG,"109,8"
SLT1B,18WSLT1B-12345-J,SALLENT 1B,ESTANGENTO-SALLENTE G1 BOMBEO,Consumo bombeo,ENDG,SLTB,"100,0"
SLT2,18WSLT2-12345-FS,SALLENT 2G,ESTANGENTO-SALLENTE G2 GENERAC,Turbinación bombeo,ENDG,SLTG,"109,8"
SLT2B,18WSLT2B-12345-9,SALLENT 2B,ESTANGENTO-SALLENTE G2 BOMBEO,Consumo bombeo,ENDG,SLTB,"100,0"
SLT3,18WSLT3-12345-FI,SALLENT 3G,ESTANGENTO-SALLENTE G3 GENERAC,Turbinación bombeo,ENDG,SLTG,"109,8"
SLT3B,18WSLT3B--1234-V,SALLENT 3B,ESTANGENTO-SALLENTE G3 BOMBEO,Consumo bombeo,ENDG,SLTB,"100,0"
SLT4,18WSLT4-12345-F8,SALLENT 4G,ESTANGENTO-SALLENTE G4 GENERAC,Turbinación bombeo,ENDG,SLTG,"109,8"
SLT4B,18WSLT4B-12345-Q,SALLENT 4B,ESTANGENTO-SALLENTE G4 BOMBEO,Consumo bombeo,ENDG,SLTB,"100,0"
SMA1,18WSMA1-12345-AN,S.MARINA 1,SANTA MARINA 1,Embalse,ENDG,SBEU,"10,5"
SMA2,18WSMA2-12345-AD,S.MARINA 2,SANTA MARINA 2,Embalse,ENDG,SBEU,"10,1"
SMA3,18WSMA3-12345-A3,S.MARINA 3,SANTA MARINA 3,Embalse,ENDG,SBEU,"13,9"
SMAFW,18W000000000QH5S,SMAFW,SMAFW,Solar fotovoltaica,GNRA,FVGNRA,"4,5"
SMARCP3,18W000000000TPLY,SMAR_C,SMARD_COMPRA,Importación Francia,SMARC,SMARCP3,"10,0"
SMARVP3,18W000000000TPI3,SMARV,SMARD-VENTA,Exportación Francia,SMARC,SMARVP3,"10,0"
SMAT,18WSMAT-12345-A2,SANMATEU,SAN MATEO,Fluyente,ENDG,EBRACC1,"0,5"
SMBARDA,18WSMBARDA-12-E5,SMBARDA,18WSMBARDA-12-E5,Eólica terrestre,IGNIS,UPOUBAS,"3,0"
SMGCP3,18W-SMGCP3-21--O,SMGCP3,SMGCP3,Importación Francia,SMG,SMGCP3,"300,0"
SMGVP3,18W-SMGVP3-41--S,SMGVP3,SMGVP3,Exportación Francia,SMG,SMGVP3,"300,0"
SMI1,18WSMI1-12345-A9,S.MIGUEL 1,SAN MIGUEL 1,Fluyente,IBEG,SIL,"0,2"
SMI2,18WSMI2-12345--L,S.MIGUEL 2,SAN MIGUEL 2,Fluyente,IBEG,SIL,"0,3"
SMIRA,18WSMIRA-1234-ED,SMIRA,P.E. SIERRA DE MIRA,Eólica terrestre,IBGES,EHIBGES,"38,2"
SMONZON,18WSMONZON-123-H,SMONZON,COGEN. EN SALES DE MONZON,Gas natural cogeneración,DETIC,COGSMON,"14,3"
SMPINO,18WSMPINO-123-A5,SMPINO,SMPINO,Fluyente,IBGES,HFIBGES,"2,1"
SMU1,18WSMU1-12345-AP,S.MAURI 1,S. MAURI 1,Embalse,ENDG,EBRFEN,"5,0"
SMU2,18WSMU2-12345-AF,S.MAURI.2,S. MAURI 2,Embalse,ENDG,EBRFEN,"4,8"
SMU3,18WSMU3-12345-A5,S.MAURI 3,S. MAURI 3,Embalse,ENDG,EBRFEN,"5,1"
SMULA,18W000000000F3CQ,UF MULA,UNIDAD FISICA SOLAR MULA,Solar fotovoltaica,EGLE,SIGMU,"392,8"
SNABRIA,18W000000000T783,SNABRIA,UF SOLAR SANABRIA,Solar fotovoltaica,NEXU,FSNBRIA,"37,0"
SNGUES,18W0000000004RHP,SANGUESA N,SANGUESA NAVARRA,Híbrida Renovable,WMARK,HIBSANG,"8,2"
SNIAC01,18W-SNIAC01-6--8,SNIACONS,SNIACONS,Consumos directos en mercado,SNIA,SNIAC01,"4,5"
SNICOG,18WSNICOG-123-DV,SNIACE COG,SNIACE COGENERADOR,Gas natural cogeneración,COGEN,SNICOG,"84,1"
SNRAPAZ,18W000000000SS2U,SNRAPAZ,SNRAPAZ,Solar fotovoltaica,HC G,HCGFVSC,"14,0"
SOB1,18WSOB1-12345-AP,SOBRADEL 1,SOBRADELO 1,Embalse,IBEG,SIL,"22,6"
SOB2,18WSOB2-12345-AF,SOBRADEL 2,SOBRADELO 2,Embalse,IBEG,SIL,"21,6"
SOCAL,18W000000000QYGT,SOCAL,SOCAL,Solar fotovoltaica,GNRA,FVGNRA,"1,7"
SOCAS,18W000000000JNPZ,SOCAS,SOCAS,Solar fotovoltaica,GNRA,UPEMA,"1,2"
SOCED,18W000000000P3WK,SOCED,SOCED,Solar fotovoltaica,GAC,FOGAC,"1,7"
SOCO2,18W000000000TIXV,SOCO2,SOCO2,Solar fotovoltaica,CEG,FSOCO2,"25,6"
SOFCB,18W000000000QP70,SOFCB,SOFCB,Solar fotovoltaica,GNRA,FVGNRA,"1,6"
SOGAMA1,18WSOGAMA1-12-DN,SOGAMA1,P.TERMOEL.APROV.R.S.U. SOGAMA,Residuos domésticos y similares,WMARK,RSOGAM,"50,0"
SOGAMA2,18WSOGAMA2-12-DG,SOGAMA2,P.GEN. BIOGASA SOGAMA,Biogás,WMARK,RSOGBI,"3,6"
SOL1,18WSOL1-12345-AQ,SOLVENTE 1,EL SOLVENTE 1,Fluyente,IBEG,JUCA,"0,8"
SOL2,18WSOL2-12345-AG,SOLVENTE 2,EL SOLVENTE 2,Fluyente,BARER,SOL2,"2,1"
SOLABE1,18WSOLABE1-123-E,SOLABE1,SOLABEN ELECTRICIDAD UNO,Solar térmica,EGLE,STSOLB1,"50,0"
SOLABE2,18WSOLABE2-123-7,SOLABEN 2,SOLABEN 2,Solar térmica,EGLE,STSOLB2,"50,0"
SOLABE3,18WSOLABE3-123-0,SOLABEN3,SOLABEN ELECTRICIDAD TRES,Solar térmica,EGLE,STSOLB3,"50,0"
SOLABE6,18WSOLABE6-123-G,SOLABEN6,SOLABEN TERMOSOLAR 6,Solar térmica,EGLE,STSOLB6,"50,0"
SOLACO1,18WSOLACO1-12--B,SOLACOR1,SOLACOR1,Solar térmica,EGLE,STSOLA1,"50,0"
SOLACO2,18WSOLACO2-123-T,SOLACOR2,SOLACOR2,Solar térmica,EGLE,STSOLA2,"50,0"
SOLANA,18WPE-LA-SOLANAT,SOLANA,P. E. LA SOLANA,Eólica terrestre,EGED,EGREEN,"44,2"
SOLANG,18W000000000EZOL,SOLANGE,NAT SOLAR ALANGE,Solar fotovoltaica,CEG,FSOLANG,"9,1"
SOLANS,18W000000000PLLP,PE SOLANS,PARQUE EOLICO SOLANS,Eólica terrestre,EBLCO,ESOLANS,"44,0"
SOLARGE,18W000000000Q57N,SOLARGE,SOLARGE,Solar fotovoltaica,CEG,FSOLARG,"7,0"
SOLARPL,18W000000000MHQ2,SOLARPL,SOLARPL,Solar fotovoltaica,NEXU,FPLAZA,"1,5"
SOLFC01,18W000000000QE34,SOLFC01,COMPRA COMERCIALIZADORA,Comercializadores mercado libre,SOLFL,SOLFC01,"1,0"
SOLGEN,18W000000000SLER,SOLGENERAF,SOLGENERA FISICA,Solar fotovoltaica,TRISO,SOLGEN,"3,5"
SOLIC01,18W000000000UGV0,PENIN,PENIN,Comercializadores mercado libre,SOLIM,SOLIC01,"1,0"
SOLIVA,18WSOLIVA-123-EK,SOLIVA,P.E. SIERRA DE LA OLIVA,Eólica terrestre,IBGES,EHIBGES,"46,8"
SOLLANA,18W000000000QMS4,SOLLANA,UF SOLAR SOLLANA,Solar fotovoltaica,NEXU,FSOLLAN,"1,2"
SOLLC01,18W-SOLLC01-0--3,SOLLC01,SOLLC01,Comercializadores mercado libre,SOLL,SOLLC01,"0,3"
SOLMARC,18W000000000VEIS,SOL MARCHE,SOL MARCHENA,Solar fotovoltaica,SMARB,SOLMARC,"0,1"
SOLMURC,18W000000000PVH3,SOLMURCIA,UF SOLAR VERGELES SOLARES,Solar fotovoltaica,NEXU,FSMURC,"3,3"
SOLN1,18WSOLN1-12345-F,SOLN1,SOLNOVA ELECTRICIDAD,Solar térmica,EGLE,STSOLN1,"50,0"
SOLN3,18WSOLN3-12345-Y,SOLN3,SOLNOVA ELECTRICIDAD TRES,Solar térmica,EGLE,STSOLN3,"50,0"
SOLN4,18WSOLN4-12345-P,SOLN4,SOLNOVA ELECTRICIDAD CUATRO,Solar térmica,EGLE,STSOLN4,"50,0"
SOLNOC1,18W000000000PT4Z,SOLNOC1,UF SOLAR SOLNOCTIS3,Solar fotovoltaica,NEXU,FSLNOC1,"1,8"
SOLTC01,18W000000000QBO8,SOLTC01,SOLTC01,Comercializadores mercado libre,SOLTE,SOLTC01,"0,1"
SOLUTEX,18WSOLUTEX-123-K,SOLUTEX,SOLUTEX,Gas natural cogeneración,DETIC,TCHPAGR,"1,0"
SOLVAY1,18WSOLVAY1-12-D7,SOLVAY1,SOLVAY I,Derivados del petróleo o carbón,REPSB,TSOLVAI,"47,0"
SOLVAYM,18WSOLVAYM-123-O,SOLVAYM,SOLVAYM,Gas natural cogeneración,EBLCO,SOLVAYM,"21,0"
SOLWC01,18W000000000KCLZ,SOLWE,SOLWE ENERGIA,Comercializadores mercado libre,SOLWE,SOLWC01,"0,2"
SOLWEJU,18W000000000SK0L,SOLWE JUND,SOLWE JUNDESOL,Solar fotovoltaica,SOLWE,SOLWEJU,"0,9"
SOLWESO,18W000000000SJZS,FYNEXU,FYNEXU,Solar fotovoltaica,SOLWE,SOLWESO,"0,9"
SOLYVIE,18W000000000JGG0,SOLYVIENTO,UF SOLAR MAYOR DE 1MW,Solar fotovoltaica,NEXU,FVIENTO,"1,8"
SOMBRIO,18WSOMBRIO-123-Q,SOMBRIO,P.E. EL SOMBRIO,Eólica terrestre,IBGES,EHIBGES,"28,0"
SOMEC01,18W-SOMEC01-1--F,SOMENERGIA,SOMENERGIA,Comercializadores mercado libre,SOMEN,SOMEC01,"200,0"
SOMEN_H,18W000000000UTT2,HYEEXXI,"END CUR  ( TARIFA, HIDRÁULICA,",Fluyente,SOMEN,SOMEN_H,"1,8"
SOMENFV,18W000000000RL6A,FYLAUEI,FYLAUEI,Solar fotovoltaica,SOMEN,SOMENFV,"16,8"
SOMLLA,18W000000000SUIT,SOMLLA,SOMLLA,Solar fotovoltaica,GNRA,UPLLA,"3,2"
SOMOLIN,18WSOMOLIN-12-ED,PE SOMOLIN,P.E.SOMOLINOS,Eólica terrestre,IBGES,EHIBGES,"10,5"
SONAC,18W000000000JJ95,SONAC,SONAC,Solar fotovoltaica,GNRA,UPACUI,"1,8"
SONCA,18W000000000JNM4,SONCA,SONCA,Solar fotovoltaica,GNRA,SONES,"5,4"
SONEC01,18W000000000TMUP,SONESTA L,SONESTA LUZ,Comercializadores mercado libre,SOLUZ,SONEC01,"5,0"
SONIS,18W000000000JJKK,SONIS,SONIS,Solar fotovoltaica,GNRA,UPIZNI,"2,7"
SONNC01,18W000000000UWUS,SONNC01,SONNC01,Comercializadores mercado libre,SONNI,SONNC01,"1,0"
SONSP,18W000000000JMZI,SONSP,SONSP,Solar fotovoltaica,GNRA,UPLINI,"1,8"
SONVI,18W000000000JNO0,SONVI,SONVI,Solar fotovoltaica,GNRA,FVGNRA,"3,2"
SOPAG,18WSOPAG-1234--L,SOPAG,FSOPAG,Solar fotovoltaica,GNRA,SOPAG,"5,8"
SOPRC01,18W000000000POT0,SOPRO PEN,SOPRO PEN,Comercializadores mercado libre,SOPRO,SOPRC01,"1,0"
SORACA2,18W000000000UQJV,SORACA2,UF SOLAR PISORACA 2,Solar fotovoltaica,NEXU,FORACA2,"43,3"
SORACA3,18W000000000UQHZ,SORACA3,UF PISORACA 3,Solar fotovoltaica,NEXU,FORACA3,"27,3"
SORICHE,18W000000000GWMQ,SORICHE,PE SIERA DE ORICHE,Eólica terrestre,ECYR,EEGPEV,"13,8"
SORIG,18WSORIG-1234--U,SORIG,SORIG,Gas natural cogeneración,DETIC,COGSORI,"4,3"
SORXC01,18W000000000K3MN,SOREX,SORS MARKETS LTD,Comercializadores mercado libre,SOREX,SORXC01,"100,0"
SOSRC,18WSOSRC-1234-E9,SOSRC,P. E. SOS DEL REY CATÓLICO,Eólica terrestre,EGED,EGREEN,"48,7"
SOTAVEN,18W000000000QJ7I,SOTAVEN,UFI PE SOTAVENTO,Eólica terrestre,NEXU,ESTVNTO,"17,6"
SOTILLA,18WSOTILLA-123-7,SOTILLA,SOTILLA,Fluyente,DETIC,HFDETIC,"1,1"
SOTILLO,18W000000000GE53,SOTILLO,PE SOTILLO-VM,Eólica terrestre,CEG,PESOTIL,"15,0"
SOTONER,18WSOTONER-12-EX,SOTONER,SOTONER,Eólica terrestre,HC G,HCGSIHA,"18,9"
SOTTC,18W000000000SZYJ,SOTTC,SOTTC,Solar fotovoltaica,GNRA,UPSOT,"10,0"
SOU1,18WSOU1-12345-A1,SOUTELO 1,SOUTELO GR.1,Embalse,IBEG,SIL,"131,9"
SOU2,18WSOU2-12345-AS,SOUTELO 2G,SOUTELO GR.2 GENERAC,Embalse,IBEG,SIL,"81,6"
SOU2B,18WSOU2B--1234-V,SOUTELO 2B,SOUTELO GR.2 BOMBEO,Consumo bombeo,IBEG,SILB,"78,0"
