uf_code,uf_name,up_code,subject_code,technology_esios
LLANO3,LLANO3,FLLANO3,CEG,Solar fotovoltaica
LLANOS,LLANOS,EGASNE1,GNCO,Eólica terrestre
LLANOSF,LOS LLANOS,LLANOSF,ELEIA,Solar fotovoltaica
LLAPR,LLAPR,UPLLAP,GNRA,Solar fotovoltaica
LLBSP,LLBSP,FVGNRA,GNRA,Solar fotovoltaica
LLBSP1,LLBSP1,FVGNRA,GNRA,Solar fotovoltaica
LLEI,LLEIDA,EBRFEN,ENDG,Fluyente
LLERPR,LLERPR,TLLERPR,AME,Gas natural cogeneración
LLICB,LLICB,UPLLIC,GNRA,Solar fotovoltaica
LLIRIA,LLIRIA,FLLIRIA,NEXU,Solar fotovoltaica
LLLANOS,LLLANOS,EEGPES,ECYR,Eólica terrestre
LLO1,LOSA 1,LLO1,BARER,Fluyente
LLO2,LOSA 2,LLO2,BARER,Fluyente
LLO3,LOSA 3,LLO3,BARER,Fluyente
LLSMART,LLSMART,EBRUJUL,HC G,Eólica terrestre
LLV1,LLAVORSI 1,EBRFEN,ENDG,Embalse
LLV2,LLAVORSI 2,EBRFEN,ENDG,Embalse
LMA1,MANCHEGA,LMA1,BARER,Fluyente
LMA7AH,LMA7AH,EREPSOH,REPSB,Híbrida Renovable
LMA7BH,LMA7BH,EREPSOH,REPSB,Híbrida Renovable
LMA7CH,LMA7CH,EREPSOH,REPSB,Híbrida Renovable
LMA7DH,LMA7DH,EREPSOH,REPSB,Eólica terrestre
LMA7EH,LMA7EH,EREPSOH,REPSB,Híbrida Renovable
LMARINA,LMARINA,RMARINA,GNRA,Biomasa
LMERC01,LMERC01,LMERC01,LMER,Comercializadores mercado libre
LMI1,MILAGROS 1,TAJO,IBEG,Fluyente
LMI2,MILAGROS 2,TAJO,IBEG,Fluyente
LMI3,MILAGROS 3,TAJO,IBEG,Fluyente
LMJ1,LMJ1,EARTIG,REPSB,Eólica terrestre
LMM1,MARMOTA 1,LMM1,BARER,Fluyente
LMM2,MARMOTA 2,LMM2,BARER,Fluyente
LMONJAS,LMONJAS,EMONJAS,NEXU,Eólica terrestre
LMPVB,LMPVB,UPLMP,GNRA,Eólica terrestre
LMUELAI,LMUELAI,EDENCA,EGLE,Eólica terrestre
LMURAGE,LMURAGE,FALMUGE,NEXU,Solar fotovoltaica
LMZEP,LMZEP,UPALMZ,GNRA,Solar fotovoltaica
LNAVARA,LNAVARA,RNAVARA,GNRA,Biogás
LNU1,NUEVOS 1,LNU1,BARER,Fluyente
LNU2,NUEVOS 2,LNU2,BARER,Fluyente
LNZ1,LANUZA 1,EBRACC1,ENDG,Embalse
LNZ2,LANUZA 2,EBRACC1,ENDG,Embalse
LOARCOS,LOS ARCOS,EEGPEV,ECYR,Eólica terrestre
LOASA,LOASA,FVGNRA,GNRA,Solar fotovoltaica
LOAYALA,LOAYALA,EULAYAL,CEG,Eólica terrestre
LOBALB,LOBALB,FVGNRA,GNRA,Solar fotovoltaica
LOBOC01,EL LOBO,LOBOC01,LOBO,Consumos directos en mercado
LOBSILL,LOBSILL,FLOBSIL,NEXU,Solar fotovoltaica
LOCAC01,UP LOCALUZ,LOCAC01,LOCAL,Comercializadores mercado libre
LOCAPON,LOCAPON,EGASNE0,GNCO,Eólica terrestre
LODALGA,LODALGA,TINROKO,EGLE,Gas natural cogeneración
LOGROSA,MOJONGORDO,FLOGROS,GESTE,Solar fotovoltaica
LOKSP,LOKSP,LOKOH,GNRA,Solar fotovoltaica
LOLLOC,SAN LOREC,SLOREC,RENSP,Eólica terrestre
LOLLOD,SAN LORED,SLORED,RENSP,Eólica terrestre
LOMAG,LOMAG,EGASNE1,GNCO,Eólica terrestre
LOMAGOR,LOMAGOR,EREGPEV,ECYR,Eólica terrestre
LOMAPE,LOMAPE,EPRADA,EGLE,Eólica terrestre
LOMAS,LOMAS,EPLOMAS,NEXU,Eólica terrestre
LOMAV1,LOMAVISO1,EFWMARK,WMARK,Eólica terrestre
LOMAV2,LOMAVISO2,EFWMARK,WMARK,Eólica terrestre
LOMILAS,LOMILLAS,ELOMILA,CEG,Eólica terrestre
LOMILLA,LOMILLA,HIBSHA3,HC G,Híbrida Renovable
LOMOLIN,LOMOLIN,HCHI2,HC G,Fluyente
LOMOS,LOMOS,FSLOBON,NEXU,Solar fotovoltaica
LOMOSII,LOMOSII,FLOMOS2,NEXU,Solar fotovoltaica
LONVB,LONVB,FVGNRA,GNRA,Solar fotovoltaica
LOR1,ORGANOS 1,GDLQ,ENDG,Fluyente
LOR2,ORGANOS 2,GDLQ,ENDG,Fluyente
LORAI,LORAI,ELBOGA,EGLE,Eólica terrestre
LORAII,LORAII,ELBOGA,EGLE,Eólica terrestre
LORC,LORCHA,LORC,BARER,Fluyente
LORENZ1,LORENZ1,FVLOREN,GNRA,Solar fotovoltaica
LORIGUI,LORIGUI,HFIBGES,IBGES,Embalse
LOSANII,LOSANII,TCETA,EGLE,Gas natural cogeneración
LOSGONZ,LOSGONZ,FNAVID,EGLE,Solar fotovoltaica
LOSILLA,LOSILLA,EGASNE1,GNCO,Eólica terrestre
LOSLLNS,LSLLANOS,FLLANOS,GNRA,Solar fotovoltaica
LOSMANU,LOSMANU,HACUAM,EGLE,Fluyente
LOTZ,LOTZABIAN,HLASJO,GNRA,Fluyente
LOUREIR,LOUREIR,HLOURG,EGLE,Fluyente
LOVEC01,LOVEC01,LOVEC01,LOVEE,Comercializadores mercado libre
LOVIC01,UP LOVILUZ,LOVIC01,LOVIL,Comercializadores mercado libre
LPARDAS,LPARDAS,EEGPEM,ECYR,Eólica terrestre
LPE1,PEA 1,ASIJUCA,ASIE,Fluyente
LPE2,PEA 2,ASIJUCA,ASIE,Fluyente
LPE3,PEA 3,JUCA,IBEG,Fluyente
LPE4,PEA 4,ASIJUCA,ASIE,Fluyente
LPOIX,LPOIX,FVPOSA,GNRA,Solar fotovoltaica
LPUERTO,LMBRERS,FBRERAS,GESTE,Solar fotovoltaica
LPWEC01,LPWEC01,LPWEC01,LPWEN,Comercializadores mercado libre
LRB1,RABANOS 1,EBRACC1,ENDG,Fluyente
LRB2,RABANOS 2,EBRACC1,ENDG,Fluyente
LRC1,RECUEJA 1,BERJUCA,BARER,Fluyente
LRC2,RECUEJA 2,BERJUCA,BARER,Fluyente
LRE1,RETORNA 1,EBRA,IBEG,Fluyente
LRE2,RETORNA 2,EBRA,IBEG,Fluyente
LRIB,RIBEIRA,SBEU,ENDG,Embalse
LSARCOS,LSARCOS,FARCOS,NEXU,Solar fotovoltaica
LSER,SERENA,GDNA,ENDG,Embalse
LSERN,LSERN,EPI,REPSB,Eólica terrestre
LSINC01,LUZ INCLUS,LSINC01,LSINC,Comercializadores mercado libre
LSP1,LLESP 1,EBRFEN,ENDG,Fluyente
LSP2,LLESP 2,EBRFEN,ENDG,Fluyente
LSPICOS,PICOS,FLPICOS,GNRA,Solar fotovoltaica
LTAIX,LTAIX,FVTABA,GNRA,Solar fotovoltaica
LTRR,TORRASA,EBRFEN,ENDG,Embalse
LUBAC01,LUBALOO,LUBAC01,LUBAL,Comercializadores mercado libre
LUBIAN,LUBIAN,LUBIAN,WMARK,Eólica terrestre
LUBRISU,LUBRISU,TFLUBRB,SEDAE,Gas natural cogeneración
LUC1,L.URQUIJ 1,JUCA,IBEG,Embalse
LUC2,L.URQUIJ 2,JUCA,IBEG,Embalse
LUC3,L.URQUIJ 3,JUCA,IBEG,Embalse
LUC4,L.URQUIJ 4,JUCA,IBEG,Embalse
LUCAC01,LUCIFERASA,LUCAC01,LUCIA,Comercializadores mercado libre
LUCAINE,LUCAINE,FLUCA,CEG,Solar fotovoltaica
LUCERO1,LUCERO,FAUDAX,ADXRE,Solar fotovoltaica
LUCIC01,LUCI,LUCIC01,LUCIE,Comercializadores mercado libre
LUCKC01,UP LUCKY,LUCKC01,LUCK,Comercializadores mercado libre
LUG1,LUGAN 1,ASIDUE,ASIE,Fluyente
LUG2,LUGAN 2,ASIDUE,ASIE,Fluyente
LUISA,LUISA,EFEGEL2,EGED,Eólica terrestre
LUM1C01,LUM1C01 CO,LUM1C01,LUM1,Comercializadores mercado libre
LUMBRIA,LUMBRIA,FANSA,EGLE,Solar fotovoltaica
LUMIC01,LUMISA,LUMIC01,LUMIE,Comercializadores mercado libre
LUNA,LUNA,DANSZN,HISPE,Eólica terrestre
LUNIX,LUNIX,UPSON3,GNRA,Solar fotovoltaica
LUXC01,LUX FORUM,LUXC01,LUX,Comercializadores mercado libre
LUXIC01,LUXIC01,LUXIC01,LUXIA,Comercializadores mercado libre
LUZNOR,LUZNOR,EHIBGES,IBGES,Eólica terrestre
LUZSC01,UPR LUZSO,LUZSC01,LUZSO,Comercializadores mercado libre
LUZYC01,LUZYC01,LUZYC01,LUZYE,Comercializadores mercado libre
LVG1,LA VEGA 1,GDLQ,ENDG,Fluyente
LVG2,LA VEGA 2,GDLQ,ENDG,Fluyente
LVI1,VILLANUE 1,JUCA,IBEG,Fluyente
LVI2,VILLANUE 2,JUCA,IBEG,Fluyente
LVI3,VILLANUE 3,JUCA,IBEG,Fluyente
MACEC01,MACEC01,MACEC01,MACEB,Consumos directos en mercado
MACFW,MACFW,FVGNRA,GNRA,Solar fotovoltaica
MACHIN,MACHIN,HFEGED,EGED,Fluyente
MADBE,MADBE,FVGNRA,GNRA,Solar fotovoltaica
MADEPMM,MADEPMM,TDIBCUR,IBCUR,Gas natural cogeneración
MADRIGA,MADRIGA,FFWMARK,WMARK,Solar fotovoltaica
MADRON,MADROÑALES,EEGPES,ECYR,Eólica terrestre
MAFRIGE,MAFRIGES,EYPPV6,EPYM,Solar fotovoltaica
MAGAL26,MAGAL26,SESAWIN,SHELL,Eólica terrestre
MAGALLN,MAGALLN,EMGALLN,CEG,Eólica terrestre
MAGALLO,MAGALLO,EGEAMG,CEG,Eólica terrestre
MAGANA,MAGANA,EREGPE1,ECYR,Eólica terrestre
MAGASQ,MAGASQ,FMAGVE,NEXU,Solar fotovoltaica
MAGAZ,MAGAZ,EGASNE0,GNCO,Eólica terrestre
MAGDAL,MAGDAL,EHIBGES,IBGES,Eólica terrestre
MAGOSA,MAGOSA,TTINTS,EGLE,Gas natural cogeneración
MAGSO1,MAGSO1,FMAGSOL,SOLRC,Solar fotovoltaica
MAGSO2,MAGSO2,FMAGSOL,SOLRC,Solar fotovoltaica
MAHORA,MAHORA,FMAHOR,EBLCO,Solar fotovoltaica
MAITENA,MAITENA,HGUEJG,EGLE,Fluyente
MAJADAA,MAJADAA,FIBGEMS,IBGES,Solar fotovoltaica
MAJAL,MAJAL,EHIBGES,IBGES,Eólica terrestre
MAJOGAZ,MAJOGAZ,EMAJOGA,EBLCO,Eólica terrestre
MAL1,MALVA 1,HCHI,HC G,Fluyente
MAL2,MALVA 2,HCHI,HC G,Fluyente
MAL3,MALVA 3,HCHI,HC G,Fluyente
MAL4,MALVA 4,HCHI,HC G,Fluyente
MALA1,MALA1,MALA1,GNCC,Ciclo combinado
MALAG01,MALAG01,EGASNE1,GNCO,Eólica terrestre
MALAG02,MALAG02,EGASNE1,GNCO,Eólica terrestre
MALEF,MALEF,EHIBGES,IBGES,Eólica terrestre
MALLADA,MALLADA,HCGSCSA,HC G,Eólica terrestre
MALLEN,MALLEN,PEVER2,GNRA,Eólica terrestre
MALPAS,MALPAS,HYMALPA,DETIC,Hidráulica - No UGH
MALPICA,MALPICA,EGMALP,IGNIS,Eólica terrestre
MANDEO,MANDEO,HEGPE,ECYR,Fluyente
MANDRES,MANDRES,HFCEREG,EGLE,Híbrida Renovable
MANGA,MANGA,EGREEN,EGED,Eólica terrestre
MANGMV0,MANGMV02,VMANGM,MANUE,Solar fotovoltaica
MANID,MANID,FVGNRA,GNRA,Solar fotovoltaica
MANTECA,MANTECA,ERIANSA,EBLCO,Eólica terrestre
MANZAN,MANZAN,EMEDI,MEDI,Eólica terrestre
MANZANL,MANZANL,EMANZAN,CEG,Eólica terrestre
MANZNRE,MANZNRE,FMANZAN,NEXU,Solar fotovoltaica
MAPINOS,MAS PINOS,SENFV1,SOMEN,Solar fotovoltaica
MARCETA,MARCETA,HFNEXU,NEXU,Fluyente
MARCHAL,FV MARCHAL,FDREU18,DREUA,Solar fotovoltaica
MARDESE,MARDESEVIL,FFRSPRA,RSPRA,Solar fotovoltaica
MARE,MARE,TMARE,CEG,Gas natural cogeneración
MARINA,MARINA,HYMARIN,DETIC,Hidráulica - No UGH
MARINAD,MARINAD,TMARDG,EGLE,Gas natural cogeneración
MARIOLA,MARIOLA,TMARIG,EGLE,Derivados del petróleo o carbón
MARMELL,MARMELL,EMARME,EGLE,Eólica terrestre
MARQUES,MARQUES,FMARQUE,HISPE,Solar fotovoltaica
MARTC01,MARTB_UP,MARTC01,MARTB,Comercializadores mercado libre
MARTIN,MARTIN,FMARTIN,NEXU,Solar fotovoltaica
MARTINJ,MARTINJ,EHIBGES,IBGES,Eólica terrestre
MARTON,MARTON,FMARTON,WMARK,Solar fotovoltaica
MASAC01,MASAC01,MASAC01,MASAL,Comercializadores mercado libre
MASGALA,MASGALA,EHIBGES,IBGES,Eólica terrestre
MASIC01,MASINTELIG,MASIC01,MASIN,Comercializadores mercado libre
MASIRP,FYRSPRA,MASIRP,MASIN,Solar fotovoltaica
MASNC01,MASNORTEGL,MASNC01,MASNA,Comercializadores mercado libre
MASQC01,MASQC01,MASQC01,MASQL,Comercializadores mercado libre
MATABUE,MATABUE,PEVER,GNRA,Eólica terrestre
MATAC01,MATACOUTA,MATAC01,MATA,Consumos directos en mercado
MATAT,MATALLANA,SENFV1,SOMEN,Solar fotovoltaica
MAZA,MAZA,EHIBGES,IBGES,Eólica terrestre
MAZEC01,MAZE ENERG,MAZEC01,MAZEE,Comercializadores mercado libre
MAZEINI,GENFV,MAZEINI,MAZEE,Solar fotovoltaica
MAZGD,MAZGD,FVGNRA,GNRA,Solar fotovoltaica
MAZNARS,MANZNS,FMNZARS,GNRA,Solar fotovoltaica
MAZORAJ,MAZORAJ,EGREEN,EGED,Eólica terrestre
MAZORRA,MAZORRA,EGREEN,EGED,Eólica terrestre
MCABEZA,MCABEZA,EGVENTO,IGNIS,Eólica terrestre
MCAVE,MAGASCONA,VEMTR,GNRA,Solar fotovoltaica
MCH1,MORANCH 1,BERJUCA,BARER,Fluyente
MCH2,MORANCH 2,BERJUCA,BARER,Fluyente
MCHONI,MCHONI,EHIBGES,IBGES,Eólica terrestre
MCHONIV,MCHONIV,EHIBGES,IBGES,Eólica terrestre
MCHONSU,MCHONSU,EHIBGES,IBGES,Eólica terrestre
MCLIX,MCLIX,UPSON3,GNRA,Solar fotovoltaica
MDN1,MEDIANO 1,EBRACC2,ENDG,Embalse
MDN2,MEDIANO 2,EBRACC2,ENDG,Embalse
MED107,MED107,FMED107,SOLRC,Solar fotovoltaica
MEGAC01,MEGAC01,MEGAC01,MEGAW,Comercializadores mercado libre
MEGC01,MEGARA,MEGC01,MEG,Comercializadores mercado libre
MEH,MEH,TMEH,CEG,Gas natural cogeneración
MEIRA,MEIRA,EHIBGES,IBGES,Eólica terrestre
MELENCH,MELENCH,T1CEG,CEG,Gas natural cogeneración
MELIDA,MELIDA,HATUDEL,EGED,Fluyente
MELUC01,HISPA,MELUC01,MELUL,Consumos directos en mercado
MEN1,MENDARAZ 1,EBRA,IBEG,Fluyente
MEN2,MENDARAZ 2,EBRA,IBEG,Fluyente
MENAUTE,MENAUTE,EEGPEM,ECYR,Eólica terrestre
MENEC01,MENEC01,MENEC01,MENER,Comercializadores mercado libre
MERC01,MERC01,MERC01,MEROL,Consumos directos en mercado
MERCA,MERCA,HMERCA,EGLE,Fluyente
MERCCP3,RIGHT EXP,MERCCP3,MERCU,Importación Francia
MERCVP3,RIGHT IMP,MERCVP3,MERCU,Exportación Francia
MERID19,MERID19,FMERI19,NEXU,Solar fotovoltaica
MERIDA,MERIDA,SHEPV11,SHEEN,Solar fotovoltaica
MERKC01,MERKAOÑA,MERKC01,MERKA,Comercializadores mercado libre
MERML,MERML,FVGNRA,GNRA,Solar fotovoltaica
MEROL,MEROLA,HFNEXU,NEXU,Fluyente
MERUELO,MERUELO,RMERU,CEG,Biogás
METCEL2,METCEL2,METER01,METEN,Comercializadores mercado libre
METCEL3,METCEL3,METER01,METEN,Comercializadores mercado libre
METCEL4,METCEL4,METER01,METEN,Comercializadores mercado libre
METCEL5,METCEL5,METER01,METEN,Comercializadores mercado libre
METCEL6,METCEL6,METER01,METEN,Comercializadores mercado libre
METCEL7,METCEL7,METER01,METEN,Comercializadores mercado libre
METCEL8,METCEL8,METER01,METEN,Comercializadores mercado libre
METCELS,ES-MET_,METER01,METEN,Comercializadores mercado libre
METEC01,METEC01,METEC01,METEN,Comercializadores mercado libre
METEV01,FYIBCUR,METEV01,METEN,Solar fotovoltaica
METSAK1,METSAK1,SAHKR01,SAHKO,Comercializadores mercado libre
METSAK2,METSAK2,SAHKR01,SAHKO,Comercializadores mercado libre
METSAK3,METSAK3,SAHKR01,SAHKO,Comercializadores mercado libre
METSAK4,METSAK4,SAHKR01,SAHKO,Comercializadores mercado libre
METSAK5,METSAK5,SAHKR01,SAHKO,Comercializadores mercado libre
METSAK6,METSAK6,SAHKR01,SAHKO,Comercializadores mercado libre
MEZ1,MEZONZO 1,UFGC,GNFG,Embalse
MEZ2,MEZONZO 2,UFGC,GNFG,Embalse
MFREC01,MFREC01,MFREC01,MFRSA,Consumos directos en mercado
MFUSTE2,FYEEXXI,MFUSTE2,TRISO,Solar fotovoltaica
MG50ZA,MG50ZA,FORTR01,FORTI,Comercializadores mercado libre
MGQUILA,MGQUILA,FMGQILA,NEXU,Solar fotovoltaica
MI2000,MI2000,ENDER01,ENDCO,Comercializadores mercado libre
MIAJADA,BIOMIAJADA,RFEGED,EGED,Biomasa
MIBAIDA,MIBAIDA,FMBAIDA,NEXU,Solar fotovoltaica
MICHAR,MICHAR,TFIBGES,IBGES,Gas natural cogeneración
MICHVAL,MICHVAL,TFIBGES,IBGES,Gas natural cogeneración
MICHVIT,MICHVIT,TFIBGES,IBGES,Gas natural cogeneración
MIDCOTR,MIDCO,TERMLNO,GESTE,Solar térmica
MIESA,MIESA,HFGNRA,GNRA,Fluyente
MIGASA,MIGASA,COGMIGA,DETIC,Gas natural cogeneración
MIGFW,MIGFW,FVGNRA,GNRA,Solar fotovoltaica
MIGRODA,MIGRODA,TNEOROD,EGLE,Gas natural cogeneración
MIL1,MILLER 1,JUCA,IBEG,Embalse
MIL2,MILLER 2,JUCA,IBEG,Embalse
MIL3,MILLER 3,JUCA,IBEG,Embalse
MILAEDS,MILAEDS,TMILAG,EGLE,Gas natural cogeneración
MILANO,UF MILANO,SMILANO,IGNIS,Solar fotovoltaica
MILII,MILLAS II,MILII,LMER,Gas natural cogeneración
MILLEDS,TMILLAN,TMILLAN,EGLE,Gas natural cogeneración
MILLII1,MILLARES21,JUCA,IBEG,Embalse
MILLII2,MILLARES22,JUCA,IBEG,Embalse
MIM152,MIM152,FMIM152,SOLRC,Solar fotovoltaica
MINAC01,MINAC01,MINAC01,MINAL,Consumos directos en mercado
MINGORR,MINGORR,PEVER,GNRA,Eólica terrestre
MINIC01,MINAI,MINIC01,MINAI,Comercializadores mercado libre
MINON,MINON,EMINON,NEXU,Eólica terrestre
MIRABE,MIRABE,EGASNE2,GNCO,Eólica terrestre
MIRAFL,MIRAFLORES,FGASNE2,GNCO,Solar fotovoltaica
MIRALCA,MIRALCAMP,TMIRALP,LMER,Gas natural cogeneración
MIRAMU,MIRAMUNDO,FMIRAMU,NEXU,Solar fotovoltaica
MIRBNA,MIRBNA,FMIRBNA,CEG,Solar fotovoltaica
MISTRAL,MISTRAL,FMISTRA,NEXU,Solar fotovoltaica
MJIMENA,MJIMENA,EMIRASI,MIRAS,Eólica terrestre
ML1,BARCENA 1,SBEU,ENDG,Embalse
ML2,BARCENA 2,SBEU,ENDG,Embalse
MLAGROF,MLAGROF,FMILGRO,GESTE,Solar fotovoltaica
MLIN,MLIN,JUCAR2,CTNU,Fluyente
MLT1,MORALET 1G,MLTG,ENDG,Turbinación bombeo
MLT1B,MORALET 1B,MLTB,ENDG,Consumo bombeo
MLT2,MORALET 2G,MLTG,ENDG,Turbinación bombeo
MLT2B,MORALET 2B,MLTB,ENDG,Consumo bombeo
MLT3,MORALET 3G,MLTG,ENDG,Turbinación bombeo
MLT3B,MORALET 3B,MLTB,ENDG,Consumo bombeo
MMARBAN,MMARBAN,EFPART,GNCO,Eólica terrestre
MMATAS,MMATAS,FMATAS,NEXU,Solar fotovoltaica
MMOLON,MMOLON,EHIBGES,IBGES,Eólica terrestre
MN31ZU,MN31ZU,FORTR01,FORTI,Comercializadores mercado libre
MNDALA,MNDALA,FMANDLA,NEXU,Solar fotovoltaica
MNE1,MANERU 1,ASIEBRO,ASIE,Fluyente
MNE2,MANERU 2,ASIEBRO,ASIE,Fluyente
MNG1,MENGIBAR 1,GDLQ,ENDG,Fluyente
MNG2,MENGIBAR 2,GDLQ,ENDG,Fluyente
MNG3,MENGIBAR 3,GDLQ,ENDG,Fluyente
MNI1,MANISES 1,JUCA,IBEG,Fluyente
MNI2,MANISES 2,JUCA,IBEG,Fluyente
MNJU,MENJU,JUCA,IBEG,Fluyente
MNQU,MONTESQUIU,EBRFEN,ENDG,Fluyente
MNS1,MANSILLA 1,EBRA,IBEG,Fluyente
MNS2,MANSILLA 2,EBRA,IBEG,Fluyente
MNUZA,MNUZA,HGDF01,EBLCO,Fluyente
MNZNQUE,MNZNQUE,FMANZQE,NEXU,Solar fotovoltaica
MO08SV,MO08SV,FORTR01,FORTI,Comercializadores mercado libre
MOARBOL,MOARBOL,EMOARG,EGLE,Eólica terrestre
MOCCB,MOCCB,UPMOC,GNRA,Solar fotovoltaica
MODIC01,MODISPREM,MODIC01,MODI,Consumos directos en mercado
MODSP,MODSP,MODOH,GNRA,Solar fotovoltaica
MOIAC01,MAT MOIA,MOIAC01,MOIA,Consumos directos en mercado
MOINSA,MOINSA,TFINSA,CEG,Gas natural cogeneración
MOJADO,MOJADO,FMOJADO,CEG,Solar fotovoltaica
MOLAC01,MOLAC01,MOLAC01,MOLAL,Comercializadores mercado libre
MOLARM,MOLARM,EHIBGES,IBGES,Eólica terrestre
MOLEC01,MOLECOR,MOLEC01,MOLE,Consumos directos en mercado
MOLI,MOLI,EBRFEN,ENDG,Fluyente
MOLINO,MOLINO-3MW,PLENFV1,ALDRO,Solar fotovoltaica
MOLSE,MOLSE,FVGNRA,GNRA,Solar fotovoltaica
MOLTO,MOLTO,COGMOLT,DETIC,Gas natural cogeneración
MOM1,MONTAMA 1G,EBRFEN,ENDG,Embalse
MOM1B,MONTAMA 1B,ENDPRB,ENDG,Consumo bombeo
MOM2,MONTAMA 2G,EBRFEN,ENDG,Embalse
MOM2B,MONTAMA 2B,ENDPRB,ENDG,Consumo bombeo
MONCA,MONCA,UPMONC,GNRA,Solar fotovoltaica
MONCAYU,MONCAYU,EGREEN1,EGED,Eólica terrestre
MONCIR,MONCIR,EGASN2U,GNCO,Eólica terrestre
MONCLUE,MONCLUE,EMONCLU,EBLCO,Eólica terrestre
MONDIGO,MONDIGO,PEMONDI,WMARK,Eólica terrestre
MONDONE,MONDONE,EFGVDO,EGLE,Eólica terrestre
MONG1,MONG1,FVGNRA,GNRA,Solar fotovoltaica
MONG2,MONG2,FVGNRA,GNRA,Solar fotovoltaica
MONREAL,MONREAL,EGREEN,EGED,Eólica terrestre
MONSEI,MONSEIVANE,HCGSIHA,HC G,Eólica terrestre
MONTAMA,MONTAMARTA,EGASNE0,GNCO,Eólica terrestre
MONTANE,MONTANE,HRIEAG,EGLE,Hidráulica - No UGH
MONTARG,MONTARG,EEGPEV,ECYR,Eólica terrestre
MONTCEO,MONTCEO,EOITAV,EGLE,Eólica terrestre
MONTENA,MONTENA,HYMONTE,DETIC,Hidráulica - No UGH
MONTERO,MONTERO,UPEBRO,IGNIS,Eólica terrestre
MONTESO,MONTESOL,FMONTES,NEXU,Solar fotovoltaica
MONTET,MONTET,EGASN2U,GNCO,Eólica terrestre
MONTIJA,MONTIJA,EGASNE0,GNCO,Eólica terrestre
MONTOUT,MONTOUTO,EMONTOU,EGLE,Eólica terrestre
MONZEDS,MONZEDS,TMONZO,EGLE,Gas natural cogeneración
MOR1,MORANA 1,EBRACC1,ENDG,Fluyente
MOR2,MORANA 2,EBRACC1,ENDG,Fluyente
MORAL,MORAL,EFEGED,EGED,Eólica terrestre
MORAL1,MORAL1,EMORAL1,EBLCO,Eólica terrestre
MORAL2,MORAL2,EMORAL1,EBLCO,Eólica terrestre
MORALAS,MORALAS,FMORALA,CEG,Solar fotovoltaica
MORATLL,MORATLL,HCHI2,HC G,Fluyente
MORAVIA,MORAVIA,COGMORA,DETIC,Gas natural cogeneración
MORE,MORES,EBRERZ,ENDG,Fluyente
MOREDA,MOREDA,HCOHIG,EGLE,Fluyente
MORELA1,MORELLA 1,EENRO,NEXU,Fuel
MORELA2,MORELLA 2,EENRO2,NEXU,Fuel
MORERAS,MORERAS,SENFV1,SOMEN,Solar fotovoltaica
MORON,MORON,EHIBGES,IBGES,Eólica terrestre
MORRAB,MORRAB,EHIBGES,IBGES,Eólica terrestre
