up_code,up_name,subject_code,technology_esios
FGST263,FGST263,GESTE,Solar fotovoltaica
FGST264,FGST264,GESTE,Solar fotovoltaica
FGST265,FGST265,GESTE,Solar fotovoltaica
FGST266,FGST266,GESTE,Solar fotovoltaica
FGST267,FGST267,GESTE,Solar fotovoltaica
FGST268,FGST268,GESTE,Solar fotovoltaica
FGST269,FGST269,GESTE,Solar fotovoltaica
FGST270,FGST270,GESTE,Solar fotovoltaica
FGST271,FGST271,GESTE,Solar fotovoltaica
FGST272,FGST272,GESTE,Solar fotovoltaica
FGST273,FGST273,GESTE,Solar fotovoltaica
FGST274,FGST274,GESTE,Solar fotovoltaica
FGST275,FGST275,GESTE,Solar fotovoltaica
FGST276,FGST276,GESTE,Solar fotovoltaica
FGST277,FGST277,GESTE,Solar fotovoltaica
FGST278,FGST278,GESTE,Solar fotovoltaica
FGST279,FGST279,GESTE,Solar fotovoltaica
FGST280,FGST280,GESTE,Solar fotovoltaica
FGST281,FGST281,GESTE,Solar fotovoltaica
FGST282,FGST282,GESTE,Solar fotovoltaica
FGST283,FGST283,GESTE,Solar fotovoltaica
FGST284,FGST284,GESTE,Solar fotovoltaica
FGST285,FGST285,GESTE,Solar fotovoltaica
FGST286,FGST286,GESTE,Solar fotovoltaica
FGST287,FGST287,GESTE,Solar fotovoltaica
FGST288,FGST288,GESTE,Solar fotovoltaica
FGST289,FGST289,GESTE,Solar fotovoltaica
FGST290,FGST290,GESTE,Solar fotovoltaica
FGST291,FGST291,GESTE,Solar fotovoltaica
FGST292,FGST292,GESTE,Solar fotovoltaica
FGST293,FGST293,GESTE,Solar fotovoltaica
FGST294,FGST294,GESTE,Solar fotovoltaica
FGST295,FGST295,GESTE,Solar fotovoltaica
FGST296,FGST296,GESTE,Solar fotovoltaica
FGST297,FGST297,GESTE,Solar fotovoltaica
FGST298,FGST298,GESTE,Solar fotovoltaica
FGST299,FGST299,GESTE,Solar fotovoltaica
FGST304,FGST304,GESTE,Solar fotovoltaica
FGST305,FGST305,GESTE,Solar fotovoltaica
FGST306,FGST306,GESTE,Solar fotovoltaica
FGST307,FGST307,GESTE,Solar fotovoltaica
FGST309,FGST309,GESTE,Solar fotovoltaica
FGST310,FGST310,GESTE,Solar fotovoltaica
FGST311,FGST311,GESTE,Solar fotovoltaica
FGST312,FGST312,GESTE,Solar fotovoltaica
FGST313,FGST313,GESTE,Solar fotovoltaica
FGST314,FGST314,GESTE,Solar fotovoltaica
FGST315,FGST315,GESTE,Solar fotovoltaica
FGST316,FGST316,GESTE,Solar fotovoltaica
FGST317,FGST317,GESTE,Solar fotovoltaica
FGST318,FGST318,GESTE,Solar fotovoltaica
FGST319,FGST319,GESTE,Solar fotovoltaica
FGST320,FGST320,GESTE,Solar fotovoltaica
FGST325,FGST325,GESTE,Solar fotovoltaica
FGST326,FGST326,GESTE,Solar fotovoltaica
FGST329,FGST329,GESTE,Solar fotovoltaica
FGST330,FGST330,GESTE,Solar fotovoltaica
FGST331,FGST331,GESTE,Solar fotovoltaica
FGST333,FGST333,GESTE,Solar fotovoltaica
FGST334,FGST334,GESTE,Solar fotovoltaica
FGST335,FGST335,GESTE,Solar fotovoltaica
FGUADCZ,FGUADCZ,NEXU,Solar fotovoltaica
FGUILLE,SFGUILLENA,HISPE,Solar fotovoltaica
FGUTERA,FGUTERA,NEXU,Solar fotovoltaica
FGZMAN,FGZMAN,CEG,Solar fotovoltaica
FHELIO1,FHELIO1,NEXU,Solar fotovoltaica
FHELIO2,FHELIO2,NEXU,Solar fotovoltaica
FHELVES,FHELVES,NEXU,Solar fotovoltaica
FHERCON,FHERCON,SOLRC,Almacenamiento
FHERGEN,FHERGEN,SOLRC,Híbrida renovable-almacenamiento
FHIBGES,FHIBGES,IBGES,Solar fotovoltaica
FHOTEI,FHOTEI,EGLE,Solar fotovoltaica
FHRRERA,FHRRERA,NEXU,Solar fotovoltaica
FHUCENA,FHUCENA,NEXU,Solar fotovoltaica
FHUMILL,FHUMILL,NEXU,Solar fotovoltaica
FIBGEAR,FIBGEAR,IBGES,Solar fotovoltaica
FIBGEBA,FIBGEBA,IBGES,Solar fotovoltaica
FIBGECA,FIBGECA,IBGES,Híbrida renovable-almacenamiento
FIBGECE,FIBGECE,IBGES,Solar fotovoltaica
FIBGECP,FIBGECP,IBGES,Solar fotovoltaica
FIBGECR,FIBGECR,IBGES,Solar fotovoltaica
FIBGEMS,FIBGEMS,IBGES,Solar fotovoltaica
FIBGENB,FIBGENB,IBGES,Solar fotovoltaica
FIBGEOR,FIBGEOR,IBGES,Solar fotovoltaica
FIBGEPE,FIBGEPE,IBGES,Solar fotovoltaica
FIBGEPI,FIBGEPI,IBGES,Solar fotovoltaica
FIBGETA,FIEBGETA,IBGES,Solar fotovoltaica
FIBGEVE,FIBGEVE,IBGES,Solar fotovoltaica
FIBGEVI,FIBGEVI,IBGES,Solar fotovoltaica
FIBGT12,FIBGT12,IBGES,Solar fotovoltaica
FIBGT34,FIBGT34,IBGES,Solar fotovoltaica
FIGAC,GACFOTOV2,GAC,Solar fotovoltaica
FIIBGES,FIIBGES,IBGES,Solar fotovoltaica
FIJOTA4,FIJOTA4,NEXU,Solar fotovoltaica
FIJOTA5,FIJOTA5,NEXU,Solar fotovoltaica
FIM2SLR,IM2,GESTE,Solar fotovoltaica
FINDINA,FINDINA,NEXU,Solar fotovoltaica
FINFREN,FINFREN,NEXU,Solar fotovoltaica
FINISTA,FINISTA,NEXU,Solar fotovoltaica
FITAMAR,ES-FITAMAR,EBLCO,Solar fotovoltaica
FJALON1,FJALON1,CEG,Solar fotovoltaica
FJU1136,FJU1136,SOLRC,Solar fotovoltaica
FJU2135,FJU2135,SOLRC,Solar fotovoltaica
FJUNCAL,D JUNCAL,GESTE,Solar fotovoltaica
FJUNEDA,FJUNEDA,NEXU,Solar fotovoltaica
FKALEL,FKALEL,EGLE,Solar fotovoltaica
FKAPPA,FKAPPA,REPSB,Solar fotovoltaica
FKAPPG,KAPPAG,REPSB,Solar fotovoltaica
FKELLY,FKELLY,EGLE,Solar fotovoltaica
FKGAC,GACFOTOV3,GAC,Solar fotovoltaica
FLACAB,LACABRITA,HISPE,Solar fotovoltaica
FLAISLA,FLAISLA,NEXU,Solar fotovoltaica
FLAMC01,FLAMC01,FLAMA,Consumos directos en mercado
FLARRAL,LARRAL,NEXU,Solar fotovoltaica
FLASTR2,LSTS,GESTE,Solar fotovoltaica
FLASTRA,LASTRA,GESTE,Solar fotovoltaica
FLASVAG,FLASVAG,HISPE,Solar fotovoltaica
FLEAIKO,FLEAIKO,NEXU,Solar fotovoltaica
FLECC01,FAB PAN,FLECA,Consumos directos en mercado
FLEMAZR,FLEMAZR,NEXU,Solar fotovoltaica
FLENOEZ,FLENOEZ,NEXU,Solar fotovoltaica
FLILLAN,FLILLAN,NEXU,Solar fotovoltaica
FLLANO1,FLLANO1,CEG,Solar fotovoltaica
FLLANO2,FLLANO2,CEG,Solar fotovoltaica
FLLANO3,FLLANO3,CEG,Solar fotovoltaica
FLLANOS,LLANOS,GNRA,Solar fotovoltaica
FLLIRIA,FLLIRIA,NEXU,Solar fotovoltaica
FLMULAS,FLMULAS,NEXU,Solar fotovoltaica
FLNTSCO,FLNTSCO,NEXU,Solar fotovoltaica
FLOBSIL,FLOBSIL,NEXU,Solar fotovoltaica
FLOCABA,FLOCABA,NEXU,Solar fotovoltaica
FLOGROS,LOGROSAN,GESTE,Solar fotovoltaica
FLOMOS2,FLOMOS2,NEXU,Solar fotovoltaica
FLPENA1,FLPENA1,NEXU,Solar fotovoltaica
FLPENA2,FLPENA2,NEXU,Solar fotovoltaica
FLPICOS,PICOS,GNRA,Solar fotovoltaica
FLSENIA,FLSENIA,NEXU,Solar fotovoltaica
FLSOLAN,FLSOLAN,NEXU,Solar fotovoltaica
FLTORRE,FLTORRE,GESTE,Solar fotovoltaica
FLUANDA,FLUANDA,EGLE,Solar fotovoltaica
FLUCA,FLUCA,CEG,Solar fotovoltaica
FMAGSOL,FMAGSOL,SOLRC,Solar fotovoltaica
FMAGVE,FMAGVE,NEXU,Solar fotovoltaica
FMAHOR,PE_MAHORA,EBLCO,Solar fotovoltaica
FMAMAQ,FMAMAQ,EGLE,Solar fotovoltaica
FMANDLA,FMANDLA,NEXU,Solar fotovoltaica
FMANZAN,FMANZAN,NEXU,Solar fotovoltaica
FMANZQE,FMANZQE,NEXU,Solar fotovoltaica
FMARQUE,FMARQUE,HISPE,Solar fotovoltaica
FMARTIN,FMARTIN,NEXU,Solar fotovoltaica
FMARTON,FMARTON,WMARK,Solar fotovoltaica
FMATAS,FMATAS,NEXU,Solar fotovoltaica
FMBAIDA,FMBAIDA,NEXU,Solar fotovoltaica
FMCHENA,FMCHENA,NEXU,Solar fotovoltaica
FMED107,FMED107,SOLRC,Solar fotovoltaica
FMERI19,FMERI19,NEXU,Solar fotovoltaica
FMFEN,FOT 1MW,FEN,Solar fotovoltaica
FMGQILA,FMGQILA,NEXU,Solar fotovoltaica
FMILGRO,FMILGRO,GESTE,Solar fotovoltaica
FMIM152,FMIM152,SOLRC,Solar fotovoltaica
FMIRAMU,FMIRAMU,NEXU,Solar fotovoltaica
FMIRBNA,FMIRBNA,CEG,Solar fotovoltaica
FMISTRA,FMISTRA,NEXU,Solar fotovoltaica
FMNZARS,MNZS,GNRA,Solar fotovoltaica
FMOJADO,FMOJADO,CEG,Solar fotovoltaica
FMOLINO,FMOLINO,NEXU,Solar fotovoltaica
FMONTE,FMONTE,EGLE,Solar fotovoltaica
FMONTES,FMONTESOL,NEXU,Solar fotovoltaica
FMONTFV,FMONTFV,NEXU,Solar fotovoltaica
FMORALA,FMORALA,CEG,Solar fotovoltaica
FMRIERO,FMRIERO,NEXU,Solar fotovoltaica
FMRPANI,FMRPANI,NEXU,Solar fotovoltaica
FMUELLE,FMUELLE,NEXU,Solar fotovoltaica
FMYRTE1,FMYRTE1,CEG,Solar fotovoltaica
FNARGS,FNARGS,EGLE,Solar fotovoltaica
FNAVA1,FNAVA1,CEG,Solar fotovoltaica
FNAVA2,FNAVA2,CEG,Solar fotovoltaica
FNAVALM,NAVALMORAL,EBLCO,Solar fotovoltaica
FNAVAR,FNAVARR,GESTE,Solar fotovoltaica
FNAVID,FNAVID,EGLE,Solar fotovoltaica
FNEFTI,FNEFTI,EGLE,Solar fotovoltaica
FNEOSOL,FNEOSOL,CEG,Solar fotovoltaica
FNIJAR,FNIJAR,EGLE,Solar fotovoltaica
FNOBLEJ,FNOBLEJ,NEXU,Solar fotovoltaica
FNOCTI6,FNOCTI6,NEXU,Solar fotovoltaica
FNOVELD,FNOVELD,NEXU,Solar fotovoltaica
FNTVERO,FONTIVEROS,NEXU,Solar fotovoltaica
FNUMAN,FNUMAN,CEG,Solar fotovoltaica
FNVELOS,FNVELOS,NEXU,Solar fotovoltaica
FOBAGLS,FOBAGLS,NEXU,Solar fotovoltaica
FOGAC,FOGAC,GAC,Solar fotovoltaica
FOLIVA,FOLIVA,NEXU,Solar fotovoltaica
FOLIVR2,FOLIVR2,NEXU,Solar fotovoltaica
FOLIVR3,FOLIVR3,NEXU,Solar fotovoltaica
FOLIVR4,FOLIVR4,NEXU,Solar fotovoltaica
FOLIVRS,FOLIVRS,NEXU,Solar fotovoltaica
FOLMALC,FOLMALC,NEXU,Solar fotovoltaica
FOLVNZ,FOLVNZ,NEXU,Solar fotovoltaica
FOLVNZ1,FOLVNZ1,NEXU,Solar fotovoltaica
FOLVNZ2,FOLVNZ2,NEXU,Solar fotovoltaica
FOPPI,FOPPI,OPPI,Solar fotovoltaica
FORACA2,FORACA2,NEXU,Solar fotovoltaica
FORACA3,FORACA3,NEXU,Solar fotovoltaica
FORTC01,FORTC01,FORTI,Comercializadores mercado libre
FORTR01,FORTR01,FORTI,Comercializadores mercado libre
FOXC01,FOXC01,FOX,Comercializadores mercado libre
FPALGUL,FPALGUL,SOLRC,Solar fotovoltaica
FPALMAR,FPALMAR,NEXU,Solar fotovoltaica
FPALMRA,FPALMRA,NEXU,Solar fotovoltaica
FPALO,FPALO,CEG,Solar fotovoltaica
FPARADA,PARADAS,EBLCO,Solar fotovoltaica
FPARCAS,FPARCAS,NEXU,Solar fotovoltaica
FPARED3,FPARED3,NEXU,Solar fotovoltaica
FPARED4,FPARED4,NEXU,Solar fotovoltaica
FPARED5,FPARED5,NEXU,Solar fotovoltaica
FPARED6,FPARED6,NEXU,Solar fotovoltaica
FPARED7,FPARED7,NEXU,Solar fotovoltaica
FPCSTRO,FPCSTRO,NEXU,Solar fotovoltaica
FPEEXXI,FPEEXXI,EEXXI,Solar fotovoltaica
FPEG112,FPEG112,SOLRC,Solar fotovoltaica
FPELEAS,FPELEAS,NEXU,Solar fotovoltaica
FPENAZA,FPENAZA,NEXU,Solar fotovoltaica
FPEONUR,FPEONUR,EONUR,Solar fotovoltaica
FPEROGO,FPEROGO,NEXU,Solar fotovoltaica
FPFAGUS,FPFAGUS,NEXU,Solar fotovoltaica
FPGAC,FPGAC,GAC,Solar fotovoltaica
FPHCCUR,FPHCCUR,HCCUR,Solar fotovoltaica
FPHLIPS,FPHLIPS,NEXU,Solar fotovoltaica
FPIBCUR,FPIBCUR,IBCUR,Solar fotovoltaica
FPINILA,FPINILA,NEXU,Solar fotovoltaica
FPINTA,FPINTA,NEXU,Solar fotovoltaica
FPITIEG,FPITIEG,NEXU,Solar fotovoltaica
FPIZAII,FPIZAII,WMARK,Solar fotovoltaica
FPJRTOS,FPJRTOS,NEXU,Solar fotovoltaica
FPLASE,PLASENS1,NEXU,Solar fotovoltaica
FPLAZA,FPLAZA,NEXU,Solar fotovoltaica
FPLMCND,FPMLCND,NEXU,Solar fotovoltaica
FPLUNA1,FPLUNA1,CEG,Solar fotovoltaica
FPLUNA2,FPLUNA2,CEG,Solar fotovoltaica
FPLUNA3,FPLUNA3,CEG,Solar fotovoltaica
FPOCICO,FPOCICO,NEXU,Solar fotovoltaica
FPOL104,FPOL104,SOLRC,Solar fotovoltaica
FPOLLOS,FPOLLOS,NEXU,Solar fotovoltaica
FPPIEDR,FPPIEDR,NEXU,Solar fotovoltaica
FPRQUE1,FPRQUE1,NEXU,Solar fotovoltaica
FPRQUE2,FPRQUE2,NEXU,Solar fotovoltaica
FPRUELA,FPRUELA,NEXU,Solar fotovoltaica
FPSFAGA,FPSFAGA,WMARK,Solar fotovoltaica
FPSFART,FPSFART,WMARK,Solar fotovoltaica
FPSFESM,FPSFESM,WMARK,Solar fotovoltaica
FPSFGES,FPSFGES,WMARK,Solar fotovoltaica
FPSFHER,FPSFHER,WMARK,Solar fotovoltaica
FPSFJAD,FPSFJAD,WMARK,Solar fotovoltaica
FPSFSAX,SAX,GESTE,Solar fotovoltaica
FPSFSES,FPSFSES,WMARK,Solar fotovoltaica
FPSJESO,FPSJESO,NEXU,Solar fotovoltaica
FPSOL,PSOL,HISPE,Solar fotovoltaica
FPTREAL,FPTREAL,CEG,Solar fotovoltaica
FQEMADA,FQEMADA,NEXU,Solar fotovoltaica
FQIJOT3,FQIJOT3,NEXU,Solar fotovoltaica
FQIJOTE,FQUIJOTE,NEXU,Solar fotovoltaica
FQUEMA2,ES-QUEMAD2,WMARK,Solar fotovoltaica
FQUIRAN,FQUIRAN,NEXU,Solar fotovoltaica
FRANC01,FRANC01,FRANK,Comercializadores mercado libre
FRBDLAG,RIBADELAGO,NEXU,Solar fotovoltaica
FRCERIA,FRCERIA,NEXU,Solar fotovoltaica
FREBSCO,FREBSCO,NEXU,Solar fotovoltaica
FREGANT,FREGANT,CEG,Solar fotovoltaica
FREGP3,FVRDES1MW,ECYR,Solar fotovoltaica
FREGPEM,FREGPEM,ECYR,Solar fotovoltaica
FREGPEV,FREGPEV,ECYR,Solar fotovoltaica
FRENEDO,FRENEDO,NEXU,Solar fotovoltaica
FRETA,FRETA,CEG,Solar fotovoltaica
FRGAC,FRGAC,GAC,Solar fotovoltaica
FRIGAL1,FRIGAL1,NEXU,Solar fotovoltaica
FRIGAL2,FRIGAL2,NEXU,Solar fotovoltaica
FRINCO,FRINCO,CEG,Solar fotovoltaica
FRIXRAB,FRIXRAB,GNRA,Solar fotovoltaica
FROCINA,FROCINA,ECYR,Solar fotovoltaica
FRODEO,FRODEO,NEXU,Solar fotovoltaica
FRODRI,FRODRI,CEG,Solar fotovoltaica
FROTEL,FROTEL,EGLE,Solar fotovoltaica
FROTON1,ROT1,GNRA,Solar fotovoltaica
FROTON2,ROT2,GNRA,Solar fotovoltaica
FROTON3,ROT3,GNRA,Solar fotovoltaica
FROZAS,FROZAS,CEG,Solar fotovoltaica
FRREGOS,FRREGOS,EGLE,Solar fotovoltaica
FRSIGMA,FRSIGMA,REPSB,Solar fotovoltaica
FRTS1,FRTS1,CEG,Solar fotovoltaica
FRULAOR,FRULAOR,NEXU,Solar fotovoltaica
FRUSNDO,FRUSNDO,NEXU,Solar fotovoltaica
FSACIMP,FSACIMP,NEXU,Solar fotovoltaica
FSALOB,SALOBRAL,HISPE,Solar fotovoltaica
FSAN100,FSAN100,SOLRC,Solar fotovoltaica
FSANCTE,FSANCTE,NEXU,Solar fotovoltaica
FSANVAL,FSANVAL,NEXU,Solar fotovoltaica
FSARDA,FSARDA,NEXU,Solar fotovoltaica
FSARIUM,FSARIUM,NEXU,Solar fotovoltaica
FSCALN2,SCAL,GESTE,Solar fotovoltaica
FSCALNA,SCALNA,GESTE,Solar fotovoltaica
FSCASTU,FSCASTU,NEXU,Solar fotovoltaica
FSCO122,FSCO122,SOLRC,Solar fotovoltaica
FSEGRO,SEGROGRAN,CONEC,Solar fotovoltaica
FSEMUR1,FSEMUR1,NEXU,Solar fotovoltaica
FSEMUR2,FSEMUR2,NEXU,Solar fotovoltaica
FSEMUR3,FSEMUR3,NEXU,Solar fotovoltaica
FSERRZL,FSERRZL,NEXU,Solar fotovoltaica
FSERVN3,SRVN3,GESTE,Solar fotovoltaica
FSERVN4,SERVN4,GESTE,Solar fotovoltaica
FSERVN5,SERVN5,GESTE,Solar fotovoltaica
FSERXXI,FSERXXI,NEXU,Solar fotovoltaica
FSEVILL,FSEVILLA,NEXU,Solar fotovoltaica
FSIBERI,FSIBERI,NEXU,Solar fotovoltaica
FSIGMA,SIGMA,HISPE,Solar fotovoltaica
FSIRIUS,SIRIUS,GESTE,Solar fotovoltaica
FSJORGE,FSJORGE,NEXU,Solar fotovoltaica
FSLINAS,SLINAS,GNRA,Solar fotovoltaica
FSLNOC1,FSLNOC1,NEXU,Solar fotovoltaica
FSLOBON,UP LOBON,NEXU,Solar fotovoltaica
FSLREY1,FSLREY1,NEXU,Solar fotovoltaica
FSLREY2,FSLREY2,NEXU,Solar fotovoltaica
FSLREY3,FSLREY3,NEXU,Solar fotovoltaica
FSLREY4,FSLREY4,NEXU,Solar fotovoltaica
FSMURC,FSMURC,NEXU,Solar fotovoltaica
FSNBRIA,SANABRIA,NEXU,Solar fotovoltaica
FSOCO2,FSOCO2,CEG,Solar fotovoltaica
FSOL14,FSOL14,EGLE,Solar fotovoltaica
FSOL16,FSOL16,EGLE,Solar fotovoltaica
FSOLANG,FSOLANG,CEG,Solar fotovoltaica
FSOLARG,FSOLARG,CEG,Solar fotovoltaica
FSOLLAN,FSOLLAN,NEXU,Solar fotovoltaica
FSOLMA,SOLMATCH,VIEE,Solar fotovoltaica
FSOLPQ1,FSOLPQ1,NEXU,Solar fotovoltaica
FSOLRC,FSOLRC,SOLRC,Solar fotovoltaica
FSONAV,FSONAV,EGLE,Solar fotovoltaica
FSONDAA,FSONDAA,NEXU,Solar fotovoltaica
FSOVAL,FSOVAL,EGLE,Solar fotovoltaica
FSPARRA,FSPARRA,GNRA,Solar fotovoltaica
FSPELYO,FSPELYO,NEXU,Solar fotovoltaica
FSPV10,FSPV10,EGLE,Solar fotovoltaica
FSPV3,FSPV3,EGLE,Solar fotovoltaica
FSRRANA,FSRRANA,NEXU,Solar fotovoltaica
FSTATON,FSTATON,NEXU,Solar fotovoltaica
FSTOMAS,FSTOMAS,NEXU,Solar fotovoltaica
FSUNO1,FSUNO1,CEG,Solar fotovoltaica
FSUNO2,FSUNO2,CEG,Solar fotovoltaica
FSUNRIS,FSUNRIS,NEXU,Solar fotovoltaica
FSUNZAF,FSUNZAF,EGLE,Solar fotovoltaica
FT10150,FT10150,SOLRC,Solar fotovoltaica
FTABRNS,TABRNAS,GESTE,Solar fotovoltaica
FTALAR1,FTALAR1,NEXU,Solar fotovoltaica
FTALAR2,FTALAR2,NEXU,Solar fotovoltaica
FTALARR,FTALARR,GESTE,Solar fotovoltaica
FTALAYA,FTALAYA,CEG,Solar fotovoltaica
FTALEGA,FTALEGA,CEG,Solar fotovoltaica
FTALIA1,FTALIA1,ATENC,Solar fotovoltaica
FTALIA2,FTALIA2,ATENC,Solar fotovoltaica
FTALTOS,FTALTOS,DETIC,Solar fotovoltaica
FTALYEL,TALYELA,GESTE,Solar fotovoltaica
FTARACN,TARC,GESTE,Solar fotovoltaica
FTARACS,TARACS,GESTE,Solar fotovoltaica
FTASOL,FTASOL,EGLE,Solar fotovoltaica
FTAUSTE,FTAUSTE,NEXU,Solar fotovoltaica
FTE4148,FTE4148,SOLRC,Solar fotovoltaica
FTE9156,FTE9156,SOLRC,Solar fotovoltaica
FTEBAR,FTEBAR,NEXU,Solar fotovoltaica
FTERC01,FORESTA,FORTE,Consumos directos en mercado
FTERRER,FTERRER,NEXU,Solar fotovoltaica
FTFAPRO,TFAPRO,NEXU,Solar fotovoltaica
FTINJR1,FTINJR1,NEXU,Solar fotovoltaica
FTINJR2,FTINJR2,NEXU,Solar fotovoltaica
FTIT151,FTIT151,SOLRC,Solar fotovoltaica
FTLAYL1,FTLAYL1,NEXU,Solar fotovoltaica
FTLAYL2,FTLAYL2,NEXU,Solar fotovoltaica
FTO1PSP,FTO1PSP,SOLRC,Solar fotovoltaica
FTO2101,FTO2101,SOLRC,Solar fotovoltaica
FTOMI,FTOMI,REPSB,Solar fotovoltaica
FTOR3LE,FTOR3LE,SOLRC,Solar fotovoltaica
FTORDE1,TORDE,GESTE,Solar fotovoltaica
FTORIJ2,TORIJ,GESTE,Solar fotovoltaica
FTORIJ3,TJ3,GESTE,Solar fotovoltaica
FTORIJ4,TRJ4,GESTE,Solar fotovoltaica
FTORRIJ,TOR,IGNIS,Solar fotovoltaica
FTORRJ,TORRIJOS,IGNIS,Solar fotovoltaica
FTORTA1,FTORTA1,NEXU,Solar fotovoltaica
FTOTANA,FTOTANA,NEXU,Solar fotovoltaica
FTRDESI,FTRDESI,NEXU,Solar fotovoltaica
FTREVAG,FTREVAG,ECYR,Solar fotovoltaica
FTRI,FTRI,REPSB,Solar fotovoltaica
FTRUCHA,FTRUCHA,NEXU,Solar fotovoltaica
FTUC132,FTUC132,SOLRC,Solar fotovoltaica
FTULC01,FORTU PEN,FORTU,Comercializadores mercado libre
FTURBIN,FTURBIN,NEXU,Solar fotovoltaica
FTURRON,FTURRON,NEXU,Solar fotovoltaica
FTZNETA,FTZNETA,NEXU,Solar fotovoltaica
FULCONA,FULCONA,NEXU,Solar fotovoltaica
FUNVC01,FUNVC01,NENAP,Consumos directos en mercado
FURSAMA,URSA,GESTE,Solar fotovoltaica
FUSEC01,COM-PEN,FUSEE,Comercializadores mercado libre
FUTETEM,FUTETEM,EGED,Solar fotovoltaica
FV_RETA,FV_RETAMAR,ELEIA,Solar fotovoltaica
FVAFROD,FVAFROD,WMARK,Solar fotovoltaica
FVAHP,FVAHP,ACENH,Solar fotovoltaica
FVAL102,FVAL102,SOLRC,Solar fotovoltaica
FVALAMO,FVALAMO,CEG,Solar fotovoltaica
FVALCAI,FVALCAII,WMARK,Solar fotovoltaica
FVALCAR,FVALCAR,CEG,Solar fotovoltaica
FVALCAZ,FVALCAZI,WMARK,Solar fotovoltaica
FVALD1,FVALD1,CEG,Solar fotovoltaica
FVALD2,FVALD2,CEG,Solar fotovoltaica
FVALDES,VALDESOLAR,REPSB,Solar fotovoltaica
FVALENT,FVALENT,NEXU,Solar fotovoltaica
FVALFW,VALFW,GNRA,Solar fotovoltaica
FVALLKA,FVALLKA,CEG,Solar fotovoltaica
FVALLOB,FVALLOB,NEXU,Solar fotovoltaica
FVALMK,FV ALAMAK,NEXU,Solar fotovoltaica
FVALT01,FVRIOSEQNO,INTRA,Solar fotovoltaica
FVALTA,FVALTA,EGLE,Solar fotovoltaica
FVALYA,FV ALYA,NEXU,Solar fotovoltaica
FVANUBI,FVANUBI,WMARK,Solar fotovoltaica
FVARBO,ARBOTANTE,TOTGA,Solar fotovoltaica
FVASIE5,FVASIE5MW,ASIE,Solar fotovoltaica
FVBOCHI,FVBOCHI,WMARK,Solar fotovoltaica
FVBOTOA,FVBOTOA,GESTE,Solar fotovoltaica
FVCALAM,FV CALAMOC,WMARK,Solar fotovoltaica
FVCANAS,FVCANAS,NEXU,Solar fotovoltaica
FVCAR,CARRASCOSA,TOTGA,Solar fotovoltaica
FVCARR,FVCARR,GNRA,Solar fotovoltaica
FVCOF,FVCOF,IBGES,Solar fotovoltaica
FVCOTI2,TORRECOT2,WMARK,Solar fotovoltaica
FVCOTIL,FVCOTILL,WMARK,Solar fotovoltaica
FVDEMET,FVDEMET,WMARK,Solar fotovoltaica
FVDNR,PFV DNR,TOTGA,Solar fotovoltaica
FVECOIB,FVECOIB,CEG,Solar fotovoltaica
FVEIBC1,FVEIBC1,IBGES,Solar fotovoltaica
FVEMINN,FVEMINN,ECYR,Solar fotovoltaica
FVENTUS,FVENTUS,EGLE,Solar fotovoltaica
FVENZA,VNZA,GESTE,Solar fotovoltaica
FVERDLS,FVERDLS,NEXU,Solar fotovoltaica
FVESCAN,FVESCANOR,WMARK,Solar fotovoltaica
FVESCAS,FVESCASUR,WMARK,Solar fotovoltaica
FVFRA,FVFRA,GNRA,Solar fotovoltaica
FVFUENT,FUENTEE,GESTE,Solar fotovoltaica
FVGALAZ,FVGALAZ,WMARK,Solar fotovoltaica
FVGNRA,SOLARES 1,GNRA,Solar fotovoltaica
FVGREEN,FVGREEN,EGED,Solar fotovoltaica
FVHIBRC,FVHIBRC,EGED,Almacenamiento
FVHIBRV,FVHIBRV,EGED,Híbrida renovable-almacenamiento
FVHITA,FVHITA,CEG,Solar fotovoltaica
FVIENTO,FVIENTO,NEXU,Solar fotovoltaica
FVILLAV,VILLA,GESTE,Solar fotovoltaica
FVIMAN,FVIMAN,CEG,Solar fotovoltaica
FVINASG,VIÑAS,GESTE,Solar fotovoltaica
FVITEC,FVITEC,VITEC,Solar fotovoltaica
FVITEC2,FVITEC2,VITEC,Solar fotovoltaica
FVITEC3,FVITEC3,VITEC,Solar fotovoltaica
FVITIGU,VITIGUDINA,EBLCO,Solar fotovoltaica
FVIVAL,VVL,GESTE,Solar fotovoltaica
FVJADRA,FVJADRA,WMARK,Solar fotovoltaica
FVLAUEI,FVLAUEI,LAUEI,Solar fotovoltaica
FVLNEVA,VLLNA,GESTE,Solar fotovoltaica
FVLOREN,FVLOREN,GNRA,Solar fotovoltaica
FVLSILA,FVLSILA,NEXU,Solar fotovoltaica
FVLVERD,FVLVERD,NEXU,Solar fotovoltaica
FVMAYOR,FVMAYOR,NEXU,Solar fotovoltaica
FVMAZO,FVMAZO,GNRA,Solar fotovoltaica
FVMECA1,FVMECA1,NEXU,Solar fotovoltaica
FVMECA2,FVMECA2,NEXU,Solar fotovoltaica
FVNORI,LA NORIA,TOTGA,Solar fotovoltaica
FVNSER,FVNSER,GNRA,Solar fotovoltaica
FVO1133,FVO1133,SOLRC,Solar fotovoltaica
FVO2134,FVO2134,SOLRC,Solar fotovoltaica
FVPEDRA,FVPEDRAJ,WMARK,Solar fotovoltaica
FVPILA,PILASTRA S,TOTGA,Solar fotovoltaica
